Year	Month	Day	Hour	Minute	Second	Catalog	Saros	Type	Gamma
15749	12	15	20	42	49	170063	635	T	0.6925
15750	6	10	16	05	54	170069	640	A	-0.9107
15750	11	6	02	12	14	170074	607	P	-1.2594
15750	12	5	12	44	09	170075	645	P	1.4168
15751	5	1	07	54	46	170080	612	P	1.1639
15751	10	26	09	47	46	170086	617	A	-0.5819
15752	4	19	22	06	03	170092	622	T	0.3968
15752	10	14	10	40	18	170098	627	A	0.1264
15753	4	9	14	54	46	170104	632	T	-0.3231
15753	10	3	10	53	17	170110	637	A	0.8235
15754	3	30	05	40	23	170116	642	P	-1.0866
15754	8	24	05	16	38	170121	609	P	-1.2697
15754	9	22	17	09	47	170122	647	P	1.4756
15755	2	17	23	53	04	170127	614	A	0.9170
15755	8	13	20	26	11	170133	619	T	-0.5576
15756	2	7	00	10	39	170139	624	A	0.1799
15756	8	2	12	14	25	170145	629	T	0.1285
15757	1	26	03	09	44	170151	634	A	-0.5690
15757	7	23	00	03	47	170157	639	A	0.8721
15757	12	17	04	09	51	170162	606	P	1.3419
15758	1	15	13	15	15	170163	644	P	-1.2698
15758	6	12	11	34	24	170168	611	P	-1.3241
15758	12	6	20	38	37	170174	616	T	0.6335
15759	6	1	11	43	19	170180	621	A	-0.5995
15759	11	26	11	46	54	170186	626	T	-0.0759
15760	5	20	17	28	39	170192	631	A	0.1596
15760	11	14	21	12	37	170198	636	A	-0.8412
15761	5	10	06	19	22	170204	641	T	0.8729
15761	10	5	05	31	19	170209	608	P	1.4020
15762	3	31	14	50	57	170215	613	?	-1.0007
15762	9	24	06	54	42	170221	618	A	0.6703
15763	3	21	04	17	40	170227	623	H	-0.2846
15763	9	13	15	14	32	170233	628	H	-0.0729
15764	3	9	10	51	44	170239	633	A	0.4881
15764	9	2	05	33	19	170245	638	T	-0.7578
15765	2	26	11	39	49	170251	643	P	1.2422
15765	7	24	11	09	37	170256	610	P	1.2359
15765	8	22	21	36	23	170257	648	P	-1.4344
15766	1	17	00	41	18	170262	615	A	-0.8516
15766	7	13	21	14	09	170268	620	A	0.5652
15767	1	6	12	35	14	170274	625	T	-0.0750
15767	7	3	00	05	23	170280	630	A	-0.1518
15767	12	27	04	49	23	170286	635	T	0.6394
15768	6	20	23	44	38	170292	640	A	-0.8606
15768	11	16	10	20	18	170297	607	P	-1.3040
15768	12	15	20	48	16	170298	645	P	1.3705
15769	5	11	15	45	19	170303	612	P	1.2162
15769	6	10	03	41	25	170304	650	P	-1.5285
15769	11	5	17	41	17	170309	617	A	-0.6247
15770	5	1	06	05	23	170315	622	T	0.4544
15770	10	25	18	26	15	170321	627	A	0.0851
15771	4	20	22	51	27	170327	632	T	-0.2632
15771	10	14	18	50	57	170333	637	A	0.7858
15772	4	9	13	21	37	170339	642	P	-1.0258
15772	9	3	13	46	47	170344	609	P	-1.2939
15772	10	3	01	28	52	170345	647	P	1.4424
15773	2	28	07	00	52	170350	614	A	0.9923
15773	8	24	05	02	17	170356	619	T	-0.5857
15774	2	17	07	16	07	170362	624	A	0.2553
15774	8	13	20	45	11	170368	629	T	0.0994
15775	2	6	10	33	12	170374	634	A	-0.4978
15775	8	3	08	17	00	170380	639	A	0.8417
15775	12	28	12	11	25	170385	606	P	1.3929
15776	1	26	21	01	29	170386	644	P	-1.2054
15776	6	22	19	10	37	170391	611	P	-1.3726
15776	12	17	04	47	06	170397	616	T	0.6853
15777	6	11	19	21	52	170403	621	A	-0.6501
15777	12	6	19	50	55	170409	626	T	-0.0273
15778	6	1	01	21	39	170415	631	A	0.1069
15778	11	26	05	01	58	170421	636	A	-0.7952
15779	5	21	14	23	58	170427	641	T	0.8190
15779	10	16	13	20	29	170432	608	P	1.4396
15779	11	15	07	04	36	170433	646	P	-1.5465
15780	4	10	22	42	37	170438	613	P	-1.0647
15780	5	10	06	54	51	170439	651	P	1.4985
15780	10	4	15	00	24	170444	618	A	0.7027
15781	3	31	11	51	52	170450	623	H	-0.3534
15781	9	23	23	40	04	170456	628	H	-0.0429
15782	3	20	18	03	18	170462	633	A	0.4143
15782	9	13	14	10	16	170468	638	T	-0.7297
15783	3	9	18	41	45	170474	643	P	1.1653
15783	8	4	19	35	03	170479	610	P	1.2692
15783	9	3	06	11	16	170480	648	P	-1.4093
15784	1	28	08	14	06	170485	615	A	-0.9149
15784	7	24	05	19	05	170491	620	A	0.6030
15785	1	16	20	28	49	170497	625	T	-0.1352
15785	7	13	07	50	37	170503	630	A	-0.1085
15786	1	6	12	52	22	170509	635	T	0.5831
15786	7	2	07	27	04	170515	640	A	-0.8132
15786	11	27	18	22	59	170520	607	P	-1.3524
15786	12	27	04	47	26	170521	645	P	1.3205
15787	5	22	23	40	46	170526	612	P	1.2647
15787	6	21	11	39	07	170527	650	P	-1.4812
15787	11	17	01	27	27	170532	617	A	-0.6731
15788	5	11	14	09	20	170538	622	T	0.5081
15788	11	5	02	06	34	170544	627	A	0.0396
15789	5	1	06	51	08	170550	632	T	-0.2058
15789	10	25	02	45	36	170556	637	A	0.7453
15790	4	20	21	04	13	170562	642	T	-0.9666
15790	9	14	22	18	02	170567	609	P	-1.3176
15790	10	14	09	47	08	170568	647	P	1.4080
15791	3	11	14	05	33	170573	614	P	1.0696
15791	9	4	13	40	39	170579	619	T	-0.6121
15792	2	28	14	20	14	170585	624	A	0.3317
15792	8	24	05	17	21	170591	629	T	0.0718
15793	2	16	17	57	18	170597	634	A	-0.4266
15793	8	13	16	31	41	170603	639	A	0.8132
15794	1	7	20	11	33	170608	606	P	1.4450
15794	2	6	04	47	41	170609	644	P	-1.1405
15794	7	4	02	49	18	170614	611	P	-1.4186
15794	12	28	12	53	17	170620	616	T	0.7387
15795	6	23	03	05	05	170626	621	A	-0.6972
15795	12	18	03	49	33	170632	626	T	0.0253
15796	6	11	09	20	54	170638	631	H	0.0589
15796	12	6	12	45	10	170644	636	A	-0.7443
15797	5	31	22	33	21	170650	641	T	0.7690
15797	10	26	21	04	44	170655	608	P	1.4809
15797	11	25	14	37	02	170656	646	P	-1.4962
15798	4	22	06	37	14	170661	613	P	-1.1260
15798	5	21	15	02	32	170662	651	P	1.4493
15798	10	15	23	02	57	170667	618	A	0.7378
15799	4	11	19	26	15	170673	623	H	-0.4213
15799	10	5	08	04	07	170679	628	T	-0.0115
15800	4	1	01	14	56	170685	633	A	0.3410
15800	9	24	22	45	24	170691	638	T	-0.7000
15801	3	21	01	44	49	170697	643	P	1.0889
15801	8	16	04	02	47	170702	610	P	1.3006
15801	9	14	14	46	13	170703	648	P	-1.3844
15802	2	8	15	44	50	170708	615	A	-0.9803
15802	8	5	13	26	17	170714	620	A	0.6384
15803	1	29	04	19	33	170720	625	T	-0.1983
15803	7	25	15	39	47	170726	630	A	-0.0687
15804	1	18	20	51	19	170732	635	T	0.5236
15804	7	13	15	15	27	170738	640	A	-0.7702
15804	12	9	02	21	22	170743	607	P	-1.4036
15805	1	7	12	43	05	170744	645	P	1.2679
15805	6	3	07	40	22	170749	612	P	1.3103
15805	7	2	19	40	47	170750	650	P	-1.4365
15805	11	28	09	10	03	170755	617	A	-0.7240
15806	5	23	22	16	30	170761	622	T	0.5592
15806	11	17	09	43	41	170767	627	A	-0.0090
15807	5	13	14	53	05	170773	632	T	-0.1505
15807	11	6	10	37	23	170779	637	A	0.7019
15808	5	2	04	49	41	170785	642	H	-0.9099
15808	9	26	06	46	43	170790	609	P	-1.3437
15808	10	25	18	01	08	170791	647	P	1.3697
15809	3	22	21	12	26	170796	614	P	1.1444
15809	9	15	22	17	21	170802	619	T	-0.6396
15810	3	11	21	25	03	170808	624	A	0.4077
15810	9	5	13	48	50	170814	629	T	0.0440
15811	3	1	01	20	47	170820	634	A	-0.3545
15811	8	26	00	46	59	170826	639	A	0.7854
15812	1	20	04	06	48	170831	606	P	1.5011
15812	2	18	12	31	31	170832	644	P	-1.0731
15812	7	15	10	33	57	170837	611	P	-1.4597
15812	8	14	04	28	29	170838	649	P	1.5379
15813	1	8	20	54	35	170843	616	T	0.7961
15813	7	4	10	53	24	170849	621	A	-0.7403
15813	12	29	11	43	35	170855	626	T	0.0813
15814	6	23	17	25	03	170861	631	H	0.0147
15814	12	18	20	22	57	170867	636	A	-0.6896
15815	6	13	06	47	04	170873	641	T	0.7227
15815	11	8	04	46	37	170878	608	P	1.5238
15815	12	7	22	05	15	170879	646	P	-1.4426
15816	5	3	14	34	13	170884	613	P	-1.1847
15816	6	1	23	14	09	170885	651	P	1.4038
15816	10	27	07	03	28	170890	618	A	0.7747
15817	4	23	03	03	08	170896	623	A	-0.4865
15817	10	16	16	27	05	170902	628	T	0.0213
15818	4	12	08	27	18	170908	633	A	0.2687
15818	10	6	07	19	46	170914	638	T	-0.6698
15819	4	1	08	49	29	170920	643	?	1.0131
15819	8	27	12	30	26	170925	610	P	1.3316
15819	9	25	23	19	05	170926	648	P	-1.3583
15820	2	19	23	15	25	170931	615	P	-1.0460
15820	8	15	21	34	24	170937	620	A	0.6727
15821	2	8	12	09	52	170943	625	T	-0.2618
15821	8	4	23	29	52	170949	630	A	-0.0298
15822	1	29	04	48	12	170955	635	T	0.4623
15822	7	24	23	07	08	170961	640	A	-0.7297
15822	12	20	10	12	57	170966	607	P	-1.4600
15823	1	18	20	32	59	170967	645	P	1.2110
15823	6	14	15	45	40	170972	612	P	1.3517
15823	7	14	03	48	07	170973	650	P	-1.3958
15823	12	9	16	45	25	170978	617	A	-0.7805
15824	6	3	06	29	04	170984	622	T	0.6062
15824	11	27	17	14	17	170990	627	A	-0.0631
15825	5	23	22	59	28	170996	632	T	-0.0990
15825	11	16	18	25	53	171002	637	A	0.6552
15826	5	13	12	36	33	171008	642	H	-0.8546
15826	10	7	15	15	47	171013	609	P	-1.3698
15826	11	6	02	14	01	171014	647	P	1.3300
15827	4	3	04	18	36	171019	614	P	1.2189
15827	9	27	06	54	05	171025	619	T	-0.6673
15828	3	22	04	30	38	171031	624	A	0.4831
15828	9	15	22	20	38	171037	629	T	0.0169
15829	3	11	08	46	26	171043	634	A	-0.2836
15829	9	5	09	01	39	171049	639	A	0.7576
15830	2	28	20	16	53	171055	644	P	-1.0065
15830	7	26	18	20	45	171060	611	P	-1.4988
15830	8	25	12	25	14	171061	649	P	1.5068
15831	1	20	04	52	46	171066	616	T	0.8558
15831	7	15	18	46	29	171072	621	A	-0.7795
15832	1	9	19	33	07	171078	626	T	0.1404
15832	7	4	01	34	14	171084	631	H	-0.0255
15832	12	29	03	54	44	171090	636	A	-0.6306
15833	6	23	15	05	31	171096	641	T	0.6802
15833	12	18	05	27	58	171102	646	P	-1.3845
15834	5	14	22	33	34	171107	613	P	-1.2410
15834	6	13	07	28	52	171108	651	P	1.3609
15834	11	7	15	00	28	171113	618	A	0.8148
15835	5	4	10	41	44	171119	623	A	-0.5497
15835	10	28	00	45	57	171125	628	T	0.0576
15836	4	22	15	42	01	171131	633	A	0.1986
15836	10	16	15	51	22	171137	638	T	-0.6371
15837	4	11	15	56	32	171143	643	A	0.9392
15837	9	6	20	57	59	171148	610	P	1.3624
15837	10	6	07	50	05	171149	648	P	-1.3310
15838	3	2	06	46	02	171154	615	P	-1.1120
15838	8	27	05	43	54	171160	620	A	0.7053
15839	2	19	19	57	32	171166	625	T	-0.3278
15839	8	16	07	23	32	171172	630	A	0.0059
15840	2	9	12	42	36	171178	635	T	0.3991
15840	8	4	07	02	34	171184	640	A	-0.6918
15840	12	30	18	00	35	171189	607	P	-1.5190
15841	1	29	04	20	39	171190	645	P	1.1524
15841	6	24	23	55	24	171195	612	P	1.3899
15841	7	24	11	59	02	171196	650	P	-1.3575
15841	12	20	00	17	15	171201	617	A	-0.8394
15842	6	14	14	44	09	171207	622	T	0.6511
15842	12	9	00	41	59	171213	627	A	-0.1196
15843	6	4	07	08	57	171219	632	T	-0.0505
15843	11	28	02	09	48	171225	637	A	0.6043
15844	5	23	20	27	38	171231	642	A	-0.8033
15844	10	17	23	41	16	171236	609	P	-1.3986
15844	11	16	10	22	23	171237	647	P	1.2866
15845	4	13	11	27	57	171242	614	P	1.2903
15845	10	7	15	27	18	171248	619	T	-0.6978
15846	4	2	11	39	16	171254	624	A	0.5560
15846	9	27	06	50	01	171260	629	T	-0.0121
15847	3	22	16	12	29	171266	634	A	-0.2123
15847	9	16	17	15	30	171272	639	A	0.7295
15848	3	11	04	01	59	171278	644	T	-0.9393
15848	8	6	02	11	18	171283	611	P	-1.5344
15848	9	4	20	22	13	171284	649	P	1.4761
15849	1	30	12	47	25	171289	616	T	0.9180
15849	7	26	02	44	26	171295	621	A	-0.8148
15850	1	20	03	17	50	171301	626	T	0.2030
15850	7	15	09	47	32	171307	631	H	-0.0625
15851	1	9	11	22	02	171313	636	A	-0.5682
15851	7	4	23	28	23	171319	641	T	0.6414
15851	12	29	12	45	57	171325	646	P	-1.3224
15852	5	25	06	36	34	171330	613	P	-1.2938
15852	6	23	15	48	02	171331	651	P	1.3219
15852	11	17	22	55	10	171336	618	A	0.8573
15853	5	14	18	22	45	171342	623	A	-0.6102
15853	11	7	09	03	07	171348	628	T	0.0956
15854	5	3	22	59	23	171354	633	A	0.1308
15854	10	28	00	20	19	171360	638	T	-0.6026
15855	4	22	23	06	33	171366	643	A	0.8672
15855	9	18	05	24	20	171371	610	P	1.3938
15855	10	17	16	17	55	171372	648	P	-1.3015
15856	3	12	14	18	40	171377	615	P	-1.1766
15856	9	6	13	51	22	171383	620	A	0.7391
15857	3	2	03	46	36	171389	625	T	-0.3928
15857	8	26	15	17	11	171395	630	A	0.0417
15858	2	19	20	35	05	171401	635	T	0.3341
15858	8	15	15	00	23	171407	640	A	-0.6555
15859	2	9	12	04	10	171413	645	P	1.0905
15859	7	6	08	10	48	171418	612	P	1.4239
15859	8	4	20	14	22	171419	650	P	-1.3223
15859	12	31	07	41	23	171424	617	A	-0.9042
15860	6	24	23	05	15	171430	622	T	0.6912
15860	12	19	08	04	13	171436	627	A	-0.1806
15861	6	14	15	22	09	171442	632	T	-0.0052
15861	12	8	09	50	55	171448	637	A	0.5505
15862	6	4	04	21	36	171454	642	A	-0.7547
15862	10	29	08	05	17	171459	609	P	-1.4293
15862	11	27	18	27	57	171460	647	P	1.2400
15863	4	24	18	38	18	171465	614	P	1.3606
15863	5	24	10	30	02	171466	652	P	-1.5420
15863	10	18	23	59	44	171471	619	T	-0.7292
15864	4	12	18	50	46	171477	624	A	0.6269
15864	10	7	15	17	15	171483	629	T	-0.0427
15865	4	1	23	42	18	171489	634	A	-0.1436
15865	9	27	01	27	46	171495	639	A	0.7004
15866	3	22	11	48	21	171501	644	T	-0.8726
15866	8	17	10	03	04	171506	611	P	-1.5689
15866	9	16	04	18	25	171507	649	P	1.4448
15867	2	10	20	40	17	171512	616	T	0.9814
15867	8	6	10	45	17	171518	621	A	-0.8481
15868	1	31	10	58	54	171524	626	T	0.2682
15868	7	25	18	05	04	171530	631	H	-0.0963
15869	1	19	18	45	06	171536	636	A	-0.5026
15869	7	15	07	54	00	171542	641	T	0.6048
15870	1	8	19	59	47	171548	646	P	-1.2567
15870	6	5	14	43	10	171553	613	P	-1.3436
15870	7	5	00	10	41	171554	651	P	1.2857
15870	11	29	06	44	45	171559	618	A	0.9041
15871	5	26	02	07	10	171565	623	A	-0.6673
15871	11	18	17	15	43	171571	628	T	0.1378
15872	5	14	06	20	41	171577	633	A	0.0669
15872	11	7	08	44	56	171583	638	T	-0.5644
15873	5	3	06	21	09	171589	643	A	0.7986
15873	9	28	13	49	41	171594	610	P	1.4257
15873	10	28	00	43	07	171595	648	P	-1.2703
15874	3	23	21	51	32	171600	615	P	-1.2412
15874	4	22	09	36	00	171601	653	P	1.4905
15874	9	17	21	59	19	171606	620	A	0.7721
15875	3	13	11	34	59	171612	625	T	-0.4589
15875	9	6	23	12	09	171618	630	A	0.0762
15876	3	2	04	26	44	171624	635	T	0.2685
15876	8	25	23	01	04	171630	640	A	-0.6210
15877	2	19	19	46	49	171636	645	P	1.0282
15877	7	16	16	28	50	171641	612	P	1.4563
15877	8	15	04	31	12	171642	650	P	-1.2879
15878	1	10	15	03	09	171647	617	A	-0.9704
15878	7	6	07	29	14	171653	622	T	0.7289
15878	12	30	15	22	24	171659	627	A	-0.2452
15879	6	25	23	39	09	171665	632	T	0.0367
15879	12	19	17	27	46	171671	637	A	0.4926
15880	6	14	12	19	27	171677	642	A	-0.7095
15880	11	8	16	24	19	171682	609	P	-1.4644
15880	12	8	02	28	52	171683	647	P	1.1892
15881	5	5	01	53	28	171688	614	P	1.4266
15881	6	3	18	03	19	171689	652	P	-1.4907
15881	10	29	08	27	48	171694	619	T	-0.7642
15882	4	24	02	05	07	171700	624	A	0.6957
15882	10	18	23	41	04	171706	629	T	-0.0758
15883	4	13	07	14	36	171712	634	A	-0.0765
15883	10	8	09	36	25	171718	639	A	0.6688
15884	4	1	19	36	33	171724	644	T	-0.8071
15884	9	26	12	13	33	171730	649	P	1.4129
15885	2	21	04	30	59	171735	616	P	1.0463
15885	3	22	12	08	29	171736	654	P	-1.4925
15885	8	16	18	49	10	171741	621	A	-0.8792
15886	2	10	18	36	53	171747	626	H	0.3354
15886	8	6	02	26	30	171753	631	H	-0.1273
15887	1	31	02	03	11	171759	636	A	-0.4333
15887	7	26	16	24	11	171765	641	T	0.5719
15888	1	20	03	10	23	171771	646	P	-1.1882
15888	6	15	22	53	16	171776	613	P	-1.3898
15888	7	15	08	36	29	171777	651	P	1.2524
15888	12	9	14	31	58	171782	618	A	0.9529
15889	6	5	09	54	54	171788	623	A	-0.7209
15889	11	29	01	26	10	171794	628	T	0.1819
15890	5	25	13	44	32	171800	633	A	0.0053
15890	11	18	17	06	48	171806	638	T	-0.5240
15891	5	14	13	40	22	171812	643	A	0.7334
15891	10	9	22	11	13	171817	610	P	1.4605
15891	11	8	09	03	01	171818	648	P	-1.2351
15892	4	3	05	28	26	171823	615	P	-1.3029
15892	5	2	17	09	48	171824	653	P	1.4260
15892	9	28	06	04	07	171829	620	A	0.8076
15893	3	23	19	25	46	171835	625	T	-0.5230
15893	9	17	07	05	22	171841	630	A	0.1123
15894	3	13	12	18	21	171847	635	T	0.2028
15894	9	6	07	02	37	171853	640	A	-0.5870
15895	3	3	03	25	53	171859	645	T	0.9633
15895	7	28	00	52	29	171864	612	P	1.4845
15895	8	26	12	51	40	171865	650	P	-1.2560
15896	1	21	22	18	51	171870	617	P	-1.0410
15896	7	16	15	57	42	171876	622	T	0.7632
15897	1	9	22	36	09	171882	627	A	-0.3136
15897	7	6	07	59	57	171888	632	T	0.0754
15897	12	30	01	01	43	171894	637	A	0.4316
15898	6	25	20	20	04	171900	642	A	-0.6667
15898	11	20	00	41	45	171905	609	P	-1.5010
15898	12	19	10	27	30	171906	647	P	1.1358
15899	5	16	09	11	18	171911	614	P	1.4900
15899	6	15	01	40	16	171912	652	P	-1.4422
15899	11	9	16	52	53	171917	619	T	-0.8018
15900	5	5	09	24	21	171923	624	A	0.7606
15900	10	30	08	02	19	171929	629	T	-0.1107
15901	4	24	14	50	57	171935	634	A	-0.0122
15901	10	19	17	42	21	171941	639	A	0.6352
15902	4	14	03	27	44	171947	644	T	-0.7437
15902	10	8	20	05	53	171953	649	P	1.3784
15903	3	5	12	20	34	171958	616	P	1.1120
15903	4	3	20	02	18	171959	654	P	-1.4319
15903	8	29	02	54	56	171964	621	A	-0.9091
15904	2	23	02	13	08	171970	626	H	0.4036
15904	8	17	10	49	16	171976	631	H	-0.1576
15905	2	11	09	18	57	171982	636	A	-0.3623
15905	8	7	00	56	26	171988	641	T	0.5406
15906	1	31	10	16	59	171994	646	P	-1.1161
15906	6	28	07	06	51	171999	613	P	-1.4329
15906	7	27	17	05	18	172000	651	P	1.2218
15906	12	21	22	14	42	172005	618	P	1.0058
15907	6	17	17	47	02	172011	623	A	-0.7703
15907	12	11	09	31	10	172017	628	T	0.2309
15908	6	5	21	14	04	172023	633	A	-0.0514
15908	11	30	01	24	35	172029	638	T	-0.4800
15909	5	25	21	04	02	172035	643	A	0.6714
15909	10	21	06	30	38	172040	610	P	1.4967
15909	11	19	17	19	58	172041	648	P	-1.1977
15910	4	15	13	07	41	172046	615	P	-1.3632
15910	5	15	00	47	37	172047	653	P	1.3637
15910	10	10	14	07	34	172052	620	A	0.8435
15911	4	5	03	17	03	172058	625	T	-0.5868
15911	9	29	14	58	43	172064	630	A	0.1481
15912	3	24	20	10	39	172070	635	T	0.1380
15912	9	17	15	04	10	172076	640	A	-0.5525
15913	3	14	11	05	37	172082	645	T	0.8992
15913	8	8	09	18	02	172087	612	P	1.5117
15913	9	6	21	12	34	172088	650	P	-1.2241
15914	2	2	05	31	42	172093	617	P	-1.1135
15914	7	29	00	28	13	172099	622	T	0.7960
15915	1	22	05	47	17	172105	627	A	-0.3844
15915	7	18	16	23	45	172111	632	T	0.1115
15916	1	11	08	32	02	172117	637	A	0.3668
15916	7	7	04	24	41	172123	642	A	-0.6275
15916	12	30	18	22	27	172129	647	P	1.0788
15917	5	27	16	33	31	172134	614	P	1.5495
15917	6	26	09	20	35	172135	652	P	-1.3964
15917	11	21	01	13	29	172140	619	T	-0.8432
15918	5	16	16	48	24	172146	624	A	0.8217
15918	11	10	16	18	02	172152	629	T	-0.1502
15919	5	5	22	31	27	172158	634	H	0.0493
15919	10	31	01	43	38	172164	639	A	0.5980
15920	4	24	11	22	16	172170	644	T	-0.6825
15920	10	19	03	54	58	172176	649	P	1.3412
15921	3	15	20	09	50	172181	616	P	1.1776
15921	4	14	03	58	08	172182	654	P	-1.3729
15921	9	8	11	02	45	172187	621	A	-0.9377
15922	3	5	09	46	09	172193	626	H	0.4740
15922	8	28	19	15	16	172199	631	H	-0.1855
15923	2	22	16	31	42	172205	636	A	-0.2894
15923	8	18	09	31	36	172211	641	T	0.5118
15924	2	11	17	22	04	172217	646	P	-1.0425
15924	7	8	15	24	09	172222	613	P	-1.4727
15924	8	7	01	36	43	172223	651	P	1.1937
15925	1	1	05	56	16	172228	618	P	1.0600
15925	6	28	01	41	19	172234	623	A	-0.8175
15925	12	21	17	34	51	172240	628	T	0.2813
15926	6	17	04	47	08	172246	633	A	-0.1051
15926	12	11	09	37	59	172252	638	T	-0.4324
15927	6	6	04	33	26	172258	643	A	0.6138
15927	11	1	14	45	19	172263	610	P	1.5364
15927	12	1	01	31	28	172264	648	P	-1.1561
15928	4	25	20	51	58	172269	615	P	-1.4195
15928	5	25	08	31	31	172270	653	P	1.3060
15928	10	20	22	05	29	172275	620	A	0.8836
15929	4	15	11	12	05	172281	625	T	-0.6478
15929	10	9	22	48	50	172287	630	A	0.1866
15930	4	5	04	02	56	172293	635	T	0.0733
15930	9	28	23	05	28	172299	640	A	-0.5175
15931	3	25	18	43	58	172305	645	T	0.8340
15931	8	19	17	46	56	172310	612	P	1.5368
15931	9	18	05	34	05	172311	650	P	-1.1921
15932	2	13	12	40	27	172316	617	P	-1.1889
15932	8	8	09	02	42	172322	622	T	0.8260
15933	2	1	12	55	50	172328	627	A	-0.4575
15933	7	29	00	50	08	172334	632	T	0.1453
15934	1	21	16	00	59	172340	637	A	0.3002
15934	7	18	12	32	27	172346	642	A	-0.5912
15935	1	11	02	14	32	172352	647	P	1.0189
15935	7	7	17	05	22	172358	652	P	-1.3541
15935	12	2	09	31	03	172363	619	T	-0.8871
15936	5	27	00	17	34	172369	624	A	0.8791
15936	11	21	00	30	10	172375	629	T	-0.1926
15937	5	16	06	17	10	172381	634	H	0.1071
15937	11	10	09	41	10	172387	639	A	0.5579
15938	5	5	19	19	47	172393	644	T	-0.6234
15938	10	30	11	40	31	172399	649	P	1.3009
15939	3	27	03	59	55	172404	616	P	1.2422
15939	4	25	11	56	55	172405	654	P	-1.3163
15939	9	19	19	09	30	172410	621	A	-0.9675
15940	3	15	17	19	39	172416	626	H	0.5433
15940	9	8	03	41	32	172422	631	H	-0.2132
15941	3	4	23	43	29	172428	636	A	-0.2159
15941	8	28	18	07	12	172434	641	T	0.4832
15942	2	22	00	25	22	172440	646	A	-0.9671
15942	7	19	23	45	13	172445	613	P	-1.5092
15942	8	18	10	10	25	172446	651	P	1.1675
15943	1	12	13	32	47	172451	618	P	1.1186
15943	7	9	09	40	45	172457	623	A	-0.8598
15944	1	2	01	33	43	172463	628	T	0.3363
15944	6	27	12	24	52	172469	633	A	-0.1545
15944	12	21	17	47	33	172475	638	T	-0.3816
15945	6	16	12	08	04	172481	643	A	0.5602
15945	12	11	09	39	05	172487	648	P	-1.1119
15946	5	7	04	38	37	172492	615	P	-1.4741
15946	6	5	16	19	31	172493	653	P	1.2510
15946	11	1	06	01	14	172498	620	A	0.9249
15947	4	26	19	09	22	172504	625	T	-0.7070
15947	10	21	06	36	36	172510	630	A	0.2270
15948	4	15	11	57	54	172516	635	T	0.0110
15948	10	9	07	06	00	172522	640	A	-0.4812
15949	4	5	02	23	27	172528	645	T	0.7701
15949	9	28	13	54	59	172534	650	P	-1.1593
15950	2	23	19	48	26	172539	617	P	-1.2644
15950	8	19	17	38	15	172545	622	T	0.8549
15951	2	12	20	02	15	172551	627	A	-0.5324
15951	8	9	09	18	48	172557	632	T	0.1769
15952	2	1	23	28	09	172563	637	A	0.2315
15952	7	28	20	41	47	172569	642	A	-0.5565
15953	1	21	10	04	17	172575	647	T	0.9565
15953	7	18	00	53	22	172581	652	P	-1.3144
15953	12	12	17	43	15	172586	619	T	-0.9356
15954	6	7	07	51	52	172592	624	A	0.9327
15954	12	2	08	36	32	172598	629	T	-0.2395
15955	5	27	14	08	26	172604	634	H	0.1608
15955	11	21	17	32	11	172610	639	A	0.5126
15956	5	16	03	22	20	172616	644	T	-0.5681
15956	11	9	19	22	24	172622	649	P	1.2577
15957	4	6	11	50	15	172627	616	P	1.3062
15957	5	5	19	57	49	172628	654	P	-1.2612
15957	9	30	03	17	15	172633	621	A	-0.9968
15958	3	27	00	51	57	172639	626	H	0.6130
15958	9	19	12	09	08	172645	631	H	-0.2406
15959	3	16	06	53	24	172651	636	A	-0.1409
15959	9	9	02	44	37	172657	641	T	0.4560
15960	3	4	07	29	09	172663	646	A	-0.8914
15960	8	28	18	43	59	172669	651	P	1.1413
15961	1	22	21	09	11	172674	618	P	1.1776
15961	7	19	17	41	44	172680	623	A	-0.9005
15962	1	12	09	30	36	172686	628	T	0.3930
15962	7	8	20	05	49	172692	633	A	-0.2011
15963	1	2	01	53	21	172698	638	T	-0.3277
15963	6	27	19	48	12	172704	643	A	0.5108
15963	12	22	17	40	40	172710	648	P	-1.0629
15964	5	17	12	31	49	172715	615	P	-1.5238
15964	6	16	00	14	17	172716	653	P	1.2008
15964	11	11	13	51	03	172721	620	A	0.9710
15965	5	7	03	10	22	172727	625	T	-0.7633
15965	10	31	14	20	19	172733	630	A	0.2708
15966	4	26	19	54	47	172739	635	T	-0.0499
15966	10	20	15	03	43	172745	640	A	-0.4422
15967	4	16	10	03	30	172751	645	H	0.7069
15967	10	9	22	15	10	172757	650	P	-1.1253
15968	3	6	02	54	35	172762	617	P	-1.3407
15968	4	4	17	43	13	172763	655	P	1.5130
15968	8	30	02	15	10	172768	622	T	0.8830
15969	2	23	03	08	05	172774	627	A	-0.6080
15969	8	19	17	49	31	172780	632	T	0.2067
15970	2	12	06	53	40	172786	637	A	0.1608
15970	8	9	04	54	12	172792	642	A	-0.5246
15971	2	1	17	52	27	172798	647	T	0.8920
15971	7	29	08	44	49	172804	652	P	-1.2772
15971	12	24	01	52	03	172809	619	T	-0.9872
15972	6	17	15	32	20	172815	624	A	0.9818
15972	12	12	16	39	44	172821	629	T	-0.2889
15973	6	6	22	04	06	172827	634	H	0.2115
15973	12	2	01	19	24	172833	639	A	0.4644
15974	5	27	11	29	03	172839	644	T	-0.5160
15974	11	21	02	58	42	172845	649	P	1.2097
