Year	Month	Day	Hour	Minute	Second	Catalog	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
9993	3	02	17	35	48	0	T	—	—	6N	75E
9993	8	26	22	03	12	0	P	—	—	7S	50W
9994	2	20	09	06	28	0	P	—	—	10N	70W
9994	7	17	13	40	48	0	Pen	—	—	21S	150E
9994	8	16	02	10	10	0	Pen	—	—	10S	1W
9995	1	11	05	55	32	0	Pen	—	—	22N	155W
9995	2	09	19	39	30	0	Pen	—	—	12N	84E
9995	7	07	03	30	23	0	P	—	—	22S	11W
9995	12	31	07	00	54	0	P	—	—	23N	151W
9996	6	25	19	32	35	0	T	—	—	22S	141W
9996	12	19	08	31	03	0	T	—	—	22N	132W
9997	6	15	09	07	03	0	P	—	—	22S	43E
9997	12	08	16	30	51	0	P	—	—	21N	23W
9998	5	05	22	42	48	0	Pen	—	—	18S	147W
9998	6	04	16	12	25	0	Pen	—	—	21S	137E
9998	10	29	23	49	29	0	P	—	—	16N	43E
9999	4	24	21	58	36	0	P	—	—	14S	173W
9999	10	19	16	22	30	0	T	—	—	12N	88W
10000	4	13	00	49	32	0	T	—	—	9S	139W
10000	10	08	04	34	19	0	P	—	—	8N	97E
10001	4	02	11	01	23	0	P	—	—	5S	0E
10001	8	28	17	22	50	0	Pen	—	—	5S	123W
10001	9	27	09	31	49	0	Pen	—	—	3N	161E
10002	2	21	17	20	15	0	Pen	—	—	8N	51E
10002	3	23	02	18	23	0	Pen	—	—	0N	145W
10002	8	17	17	45	36	0	P	—	—	10S	119W
10003	2	11	07	57	38	0	P	—	—	13N	94W
10003	8	06	23	47	11	0	T	—	—	14S	40W
10004	1	31	16	37	03	0	T	—	—	16N	30E
10004	7	26	12	37	26	0	P	—	—	18S	144E
10005	1	19	18	31	40	0	P	—	—	20N	49E
10005	6	16	18	40	36	0	Pen	—	—	21S	165W
10005	7	16	04	42	23	0	Pen	—	—	21S	14E
10005	12	10	05	30	54	0	Pen	—	—	21N	174E
10006	1	08	19	07	49	0	Pen	—	—	22N	38E
10006	6	06	06	44	55	0	P	—	—	22S	4E
10006	11	29	15	33	24	0	T	—	—	21N	47W
10007	5	26	11	41	42	0	T	—	—	21S	68E
10007	11	19	07	13	26	0	T	—	—	20N	167E
10008	5	14	11	13	29	0	P	—	—	19S	42E
10008	10	09	15	51	07	0	Pen	—	—	8N	97W
10008	11	08	00	10	13	0	Pen	—	—	19N	52E
10009	4	03	21	54	08	0	Pen	—	—	5S	167E
10009	5	03	12	34	24	0	Pen	—	—	17S	61E
10009	9	29	02	10	01	0	P	—	—	4N	43E
10010	3	24	09	57	44	0	P	—	—	1S	24W
10010	9	18	05	12	37	0	T	—	—	1N	77E
10011	3	14	01	56	55	0	T	—	—	2N	154W
10011	9	07	05	19	49	0	P	—	—	3S	65E
10012	3	02	17	12	20	0	P	—	—	6N	60E
10012	7	27	21	53	08	0	Pen	—	—	18S	79W
10012	8	26	09	54	34	0	Pen	—	—	6S	130E
10013	1	21	13	06	57	0	Pen	—	—	20N	39W
10013	2	20	03	18	34	0	Pen	—	—	9N	160W
10013	7	17	12	00	51	0	P	—	—	20S	120E
10014	1	10	13	56	29	0	P	—	—	21N	35W
10014	7	07	04	08	32	0	T	—	—	21S	10W
10014	12	30	15	35	34	0	T	—	—	22N	16W
10015	6	26	17	33	38	0	P	—	—	22S	171W
10015	12	19	23	57	07	0	P	—	—	22N	93E
10016	5	16	06	44	12	0	Pen	—	—	20S	16W
10016	6	15	00	20	52	0	Pen	—	—	21S	92W
10016	11	09	07	31	52	0	P	—	—	19N	173E
10016	12	08	14	40	59	0	Pen	—	—	21N	53W
10017	5	05	05	57	24	0	P	—	—	17S	42W
10017	10	30	00	00	51	0	T	—	—	15N	43E
10018	4	24	09	02	35	0	T	—	—	13S	8W
10018	10	19	11	54	57	0	P	—	—	12N	148W
10019	4	13	19	29	51	0	P	—	—	9S	131E
10019	9	09	00	34	42	0	Pen	—	—	1S	7E
10019	10	08	16	32	52	0	Pen	—	—	7N	83W
10020	3	04	01	34	53	0	Pen	—	—	4N	163W
10020	4	02	10	49	43	0	Pen	—	—	4S	1E
10020	8	28	01	13	09	0	P	—	—	6S	4W
10021	2	21	15	53	51	0	P	—	—	9N	36E
10021	8	17	07	43	06	0	T	—	—	10S	90E
10022	2	11	00	04	45	0	T	—	—	13N	146E
10022	8	06	20	55	49	0	P	—	—	15S	85W
10023	1	31	01	37	11	0	P	—	—	17N	165E
10023	6	28	03	16	42	0	Pen	—	—	21S	34W
10023	7	27	13	09	33	0	Pen	—	—	18S	145E
10023	12	21	12	40	01	0	Pen	—	—	21N	71W
10024	1	20	02	16	56	0	Pen	—	—	20N	154E
10024	6	16	15	07	46	0	P	—	—	22S	135E
10024	12	09	23	03	33	0	P	—	—	22N	69E
10025	6	05	19	47	08	0	T	—	—	22S	161W
10025	11	29	14	53	57	0	T	—	—	22N	62W
10026	5	25	19	13	09	0	P	—	—	21S	173E
10026	11	19	07	46	59	0	P	—	—	21N	177W
10027	4	15	06	10	48	0	Pen	—	—	8S	62W
10027	5	14	20	48	46	0	Pen	—	—	20S	168W
10027	10	10	09	26	12	0	P	—	—	8N	158E
10028	4	03	18	25	37	0	P	—	—	5S	107E
10028	9	28	12	15	50	0	T	—	—	5N	168W
10029	3	24	10	22	39	0	T	—	—	2S	23W
10029	9	17	12	32	41	0	P	—	—	1N	164W
10030	3	14	01	22	56	0	P	—	—	2N	169W
10030	8	08	06	01	00	0	Pen	—	—	15S	51E
10030	9	06	17	34	47	0	Pen	—	—	2S	100W
10031	2	01	20	21	50	0	Pen	—	—	17N	76E
10031	3	03	11	01	49	0	Pen	—	—	5N	29W
10031	7	28	20	26	18	0	P	—	—	17S	109W
10032	1	21	20	57	33	0	P	—	—	19N	80E
10032	7	17	12	37	35	0	T	—	—	19S	135E
10033	1	09	22	46	59	0	T	—	—	21N	99E
10033	7	07	01	54	28	0	P	—	—	20S	40W
10033	12	30	07	27	50	0	P	—	—	21N	151W
10034	5	27	14	45	01	0	Pen	—	—	22S	115E
10034	6	26	08	24	43	0	Pen	—	—	21S	39E
10034	11	20	15	12	40	0	Pen	—	—	21N	71W
10034	12	19	22	22	39	0	Pen	—	—	21N	63E
10035	5	16	13	59	22	0	P	—	—	20S	89E
10035	11	10	07	33	53	0	T	—	—	18N	174E
10036	5	04	17	21	15	0	T	—	—	16S	123E
10036	10	29	19	09	59	0	T	—	—	15N	32W
10037	4	24	04	02	47	0	P	—	—	12S	83W
10037	10	18	23	29	54	0	Pen	—	—	11N	17E
10038	3	15	09	55	00	0	Pen	—	—	0N	32W
10038	4	13	19	25	32	0	Pen	—	—	8S	132E
10038	9	08	08	36	40	0	P	—	—	2S	127E
10039	3	04	23	53	48	0	P	—	—	5N	167E
10039	8	28	15	34	59	0	T	—	—	7S	139W
10040	2	22	07	36	54	0	T	—	—	9N	84W
10040	8	17	05	09	01	0	P	—	—	11S	46E
10041	2	10	08	49	20	0	P	—	—	14N	80W
10041	7	08	11	48	20	0	Pen	—	—	20S	111E
10041	8	06	21	31	40	0	Pen	—	—	15S	70W
10041	12	31	19	54	02	0	Pen	—	—	21N	45E
10042	1	30	09	32	06	0	Pen	—	—	18N	76W
10042	6	27	23	26	18	0	P	—	—	21S	94W
10042	12	21	06	36	51	0	P	—	—	22N	160W
10043	6	17	03	48	40	0	T	—	—	23S	30W
10043	12	10	22	35	28	0	T	—	—	23N	69E
10044	6	05	03	11	57	0	P	—	—	23S	56W
10044	11	29	15	23	28	0	P	—	—	22N	61W
10045	4	25	14	31	20	0	Pen	—	—	12S	84E
10045	5	25	05	02	58	0	Pen	—	—	22S	37W
10045	10	20	16	37	11	0	P	—	—	12N	71W
10046	4	15	02	58	24	0	P	—	—	9S	107W
10046	10	09	19	11	59	0	T	—	—	9N	52W
10047	4	04	18	53	51	0	T	—	—	6S	123E
10047	9	28	19	39	04	0	P	—	—	5N	48W
10048	3	24	09	39	10	0	P	—	—	3S	23W
10048	8	18	14	02	32	0	Pen	—	—	11S	178W
10048	9	17	01	08	58	0	Pen	—	—	2N	16E
10049	2	12	03	43	03	0	Pen	—	—	14N	153W
10049	3	13	18	51	33	0	Pen	—	—	1N	101E
10049	8	08	04	47	16	0	P	—	—	14S	37E
10050	2	01	04	03	21	0	P	—	—	17N	164W
10050	7	28	21	03	10	0	T	—	—	17S	94W
10051	1	21	06	03	10	0	T	—	—	19N	145W
10051	7	18	10	10	42	0	P	—	—	19S	91E
10052	1	10	15	02	52	0	P	—	—	20N	21W
10052	6	06	22	45	24	0	Pen	—	—	24S	114W
10052	7	06	16	24	40	0	Pen	—	—	20S	170E
10052	11	30	22	54	37	0	Pen	—	—	23N	60E
10052	12	30	06	08	29	0	Pen	—	—	21N	166W
10053	5	26	22	01	03	0	P	—	—	22S	140W
10053	11	20	15	07	20	0	T	—	—	21N	70W
10054	5	16	01	41	31	0	T	—	—	19S	91W
10054	11	10	02	21	41	0	T	—	—	18N	84E
10055	5	05	12	38	52	0	P	—	—	16S	63E
10055	10	30	06	22	01	0	Pen	—	—	14N	133E
10056	3	25	18	20	35	0	Pen	—	—	4S	99E
10056	4	24	04	05	05	0	Pen	—	—	12S	82W
10056	9	18	15	52	59	0	P	—	—	2N	117W
10057	3	15	08	00	05	0	P	—	—	1N	62W
10057	9	07	23	21	07	0	T	—	—	3S	23W
10058	3	04	15	14	15	0	T	—	—	6N	32E
10058	8	28	13	16	27	0	P	—	—	7S	177E
10059	2	21	16	07	40	0	P	—	—	10N	36E
10059	7	19	20	14	47	0	Pen	—	—	17S	118W
10059	8	18	05	46	36	0	Pen	—	—	12S	61E
10060	1	12	03	12	31	0	Pen	—	—	19N	161E
10060	2	10	16	54	46	0	Pen	—	—	15N	40E
10060	7	08	07	40	48	0	P	—	—	20S	52E
10060	12	31	14	14	12	0	P	—	—	21N	45W
10061	6	27	11	47	11	0	T	—	—	22S	101E
10061	12	21	06	19	00	0	T	—	—	23N	175W
10062	6	16	11	10	27	0	P	—	—	23S	75E
10062	12	10	22	58	56	0	P	—	—	23N	70E
10063	5	06	22	56	21	0	Pen	—	—	15S	146W
10063	6	05	13	19	20	0	Pen	—	—	23S	94E
10063	10	31	23	43	52	0	Pen	—	—	15N	45E
10064	4	25	11	35	05	0	P	—	—	13S	39E
10064	10	20	02	04	42	0	T	—	—	12N	64E
10065	4	15	03	28	56	0	T	—	—	10S	107W
10065	10	09	02	43	17	0	T	—	—	9N	68E
10066	4	04	17	58	24	0	P	—	—	7S	108E
10066	8	29	21	59	54	0	Pen	—	—	7S	47W
10066	9	28	08	40	24	0	Pen	—	—	6N	147E
10067	2	23	11	09	01	0	Pen	—	—	10N	37W
10067	3	25	02	45	27	0	Pen	—	—	3S	128W
10067	8	19	13	01	20	0	P	—	—	11S	168E
10068	2	12	11	16	39	0	P	—	—	13N	48W
10068	8	08	05	21	15	0	T	—	—	14S	37E
10069	1	31	13	27	24	0	T	—	—	16N	29W
10069	7	28	18	19	09	0	P	—	—	16S	138W
10070	1	20	22	44	15	0	P	—	—	18N	110E
10070	6	18	06	43	12	0	Pen	—	—	24S	16E
10070	7	18	00	18	17	0	Pen	—	—	18S	59W
10070	12	12	06	35	42	0	Pen	—	—	24N	169W
10071	1	10	13	56	38	0	Pen	—	—	19N	35W
10071	6	07	06	04	01	0	P	—	—	23S	10W
10071	12	01	22	38	03	0	T	—	—	22N	61E
10072	5	26	10	03	56	0	T	—	—	21S	39E
10072	11	20	09	30	23	0	T	—	—	20N	145W
10073	5	15	21	17	51	0	P	—	—	18S	166W
10073	11	09	13	11	25	0	Pen	—	—	17N	111W
10074	4	06	02	49	46	0	Pen	—	—	8S	116W
10074	5	05	12	46	56	0	Pen	—	—	15S	63E
10074	9	29	23	07	00	0	Pen	—	—	6N	1W
10075	3	26	16	10	24	0	P	—	—	3S	69E
10075	9	19	07	02	47	0	T	—	—	2N	108E
10076	3	14	22	57	04	0	T	—	—	1N	163E
10076	9	07	21	19	26	0	P	—	—	3S	53W
10077	3	03	23	32	21	0	P	—	—	6N	167E
10077	7	30	04	35	28	0	Pen	—	—	15S	28E
10077	8	28	13	56	21	0	Pen	—	—	8S	168W
10078	1	22	10	38	12	0	Pen	—	—	17N	68W
10078	2	21	00	24	46	0	Pen	—	—	11N	156E
10078	7	19	15	48	57	0	P	—	—	18S	178W
10079	1	11	21	55	26	0	P	—	—	20N	86E
10079	7	08	19	40	13	0	T	—	—	21S	128W
10080	1	01	14	06	00	0	T	—	—	22N	44W
10080	6	26	19	04	13	0	P	—	—	23S	155W
10080	12	21	06	36	34	0	P	—	—	23N	160W
10081	5	17	07	23	13	0	Pen	—	—	18S	15W
10081	6	15	21	33	33	0	Pen	—	—	24S	121W
10081	11	11	06	46	47	0	Pen	—	—	18N	161E
10082	5	06	20	14	21	0	P	—	—	16S	170E
10082	10	31	08	52	56	0	T	—	—	15N	180E
10083	4	26	12	08	21	0	T	—	—	14S	39E
10083	10	20	09	42	02	0	T	—	—	13N	176W
10084	4	15	02	23	08	0	P	—	—	11S	121W
10084	10	08	16	07	58	0	Pen	—	—	10N	97W
10085	3	05	18	41	11	0	Pen	—	—	6N	94E
10085	4	04	10	44	23	0	Pen	—	—	7S	3E
10085	8	29	21	10	56	0	P	—	—	7S	62W
10086	2	22	18	36	34	0	P	—	—	10N	83E
10086	8	19	13	34	27	0	T	—	—	10S	177W
10087	2	11	20	57	07	0	T	—	—	13N	102E
10087	8	09	02	22	24	0	P	—	—	13S	8W
10088	2	01	06	31	32	0	P	—	—	15N	119W
10088	6	28	14	36	57	0	Pen	—	—	23S	147E
10088	7	28	08	05	16	0	Pen	—	—	15S	72E
10088	12	22	14	19	58	0	Pen	—	—	24N	53W
10089	1	20	21	50	24	0	Pen	—	—	17N	96E
10089	6	17	14	04	42	0	P	—	—	23S	121E
10089	12	12	06	09	30	0	P	—	—	23N	176E
10090	6	06	18	25	29	0	T	—	—	22S	170E
10090	12	01	16	38	03	0	T	—	—	22N	29W
10091	5	27	05	56	58	0	P	—	—	21S	20W
10091	11	20	19	58	13	0	Pen	—	—	19N	5E
10092	4	16	11	23	42	0	Pen	—	—	12S	15E
10092	5	15	21	30	31	0	Pen	—	—	18S	151W
10092	10	10	06	16	16	0	Pen	—	—	10N	114E
10093	4	06	00	25	03	0	P	—	—	8S	160W
10093	9	29	14	40	24	0	T	—	—	6N	121W
10094	3	26	06	45	38	0	T	—	—	3S	66W
10094	9	19	05	16	13	0	T	—	—	1N	78E
10095	3	15	07	03	56	0	P	—	—	2N	77W
10095	8	10	12	49	49	0	Pen	—	—	11S	159E
10095	9	08	21	59	28	0	Pen	—	—	4S	37W
10096	2	02	18	10	22	0	Pen	—	—	14N	48E
10096	3	03	08	02	49	0	Pen	—	—	7N	73W
10096	7	29	23	50	38	0	P	—	—	15S	47W
10097	1	22	05	42	51	0	P	—	—	18N	143W
10097	7	19	03	29	05	0	T	—	—	19S	13W
10098	1	11	21	55	26	0	T	—	—	20N	87E
10098	7	08	02	56	15	0	P	—	—	21S	24W
10099	1	01	14	15	21	0	P	—	—	23N	44W
10099	5	28	15	52	07	0	Pen	—	—	20S	131E
10099	6	27	05	46	45	0	Pen	—	—	23S	10E
10099	11	22	13	47	34	0	Pen	—	—	20N	84W
10099	12	22	02	09	01	0	Pen	—	—	24N	126E
10100	5	18	04	56	03	0	P	—	—	19S	44W
10100	11	11	15	40	36	0	P	—	—	18N	65W
10101	5	07	20	48	37	0	T	—	—	17S	175W
10101	10	31	16	41	22	0	T	—	—	16N	61W
10102	4	27	10	50	00	0	P	—	—	14S	25E
10102	10	20	23	32	47	0	P	—	—	13N	34E
10103	4	16	18	47	13	0	Pen	—	—	11S	134E
10103	9	11	05	13	55	0	P	—	—	3S	69E
10104	3	06	02	04	24	0	P	—	—	6N	161W
10104	8	30	21	39	18	0	T	—	—	6S	46W
10105	2	23	04	36	11	0	T	—	—	9N	127W
10105	8	20	10	17	36	0	P	—	—	9S	123E
10106	2	12	14	24	43	0	P	—	—	12N	3W
10106	8	09	15	45	12	0	Pen	—	—	12S	158W
10107	1	03	22	05	48	0	Pen	—	—	23N	78E
10107	2	02	05	48	37	0	Pen	—	—	15N	134W
10107	6	29	22	03	21	0	P	—	—	23S	108W
10107	12	24	13	41	05	0	P	—	—	23N	53W
10108	6	18	02	47	19	0	T	—	—	23S	44W
10108	12	12	23	45	27	0	T	—	—	22N	86E
10109	6	07	14	36	14	0	P	—	—	22S	126E
10109	12	02	02	45	27	0	P	—	—	21N	120E
10110	4	28	20	00	48	0	Pen	—	—	16S	161E
10110	5	28	06	15	24	0	Pen	—	—	20S	20W
10110	10	22	13	23	05	0	Pen	—	—	14N	130W
10111	4	18	08	43	35	0	P	—	—	12S	14W
10111	10	11	22	15	01	0	T	—	—	10N	5W
10112	4	06	14	38	24	0	T	—	—	7S	65E
10112	9	30	13	09	15	0	T	—	—	5N	151W
10113	3	26	14	41	59	0	P	—	—	2S	54E
10113	8	21	20	58	16	0	Pen	—	—	8S	70W
10113	9	20	05	57	41	0	Pen	—	—	1N	94E
10114	3	15	15	47	05	0	Pen	—	—	3N	58E
10114	8	11	07	45	15	0	P	—	—	12S	84E
10115	2	03	13	35	45	0	P	—	—	15N	12W
10115	7	31	11	09	27	0	T	—	—	16S	118E
10116	1	24	05	50	21	0	T	—	—	18N	143W
10116	7	19	10	42	05	0	P	—	—	19S	107E
10117	1	12	21	58	10	0	P	—	—	21N	87E
10117	7	08	13	55	46	0	Pen	—	—	22S	141E
10117	12	03	20	47	28	0	Pen	—	—	21N	32E
10118	1	02	09	26	38	0	Pen	—	—	23N	119W
10118	5	29	13	38	47	0	P	—	—	21S	101E
10118	11	22	22	24	40	0	P	—	—	20N	36E
10119	5	19	05	32	03	0	T	—	—	19S	29W
10119	11	11	23	37	40	0	T	—	—	19N	55E
10120	5	07	19	19	46	0	P	—	—	17S	155E
10120	10	31	06	55	43	0	P	—	—	16N	149E
10121	4	27	02	53	39	0	Pen	—	—	15S	95W
10121	9	21	13	13	09	0	P	—	—	1N	160W
10122	3	17	09	37	43	0	P	—	—	2N	31W
10122	9	11	05	39	59	0	T	—	—	2S	85E
10123	3	06	12	21	27	0	T	—	—	5N	12W
10123	8	31	18	05	45	0	P	—	—	5S	106W
10124	2	23	22	24	57	0	P	—	—	9N	128E
10124	8	19	23	18	40	0	Pen	—	—	9S	42W
10125	1	14	05	56	06	0	Pen	—	—	21N	152W
10125	2	12	13	52	36	0	Pen	—	—	12N	3W
10125	7	10	05	57	41	0	P	—	—	22S	23E
10126	1	03	21	15	41	0	P	—	—	22N	63E
10126	6	29	11	06	00	0	T	—	—	22S	87E
10126	12	24	06	53	08	0	T	—	—	22N	158W
10127	6	18	23	13	55	0	P	—	—	22S	104W
10127	12	13	09	33	15	0	P	—	—	22N	124W
10128	5	09	04	39	47	0	Pen	—	—	19S	53W
10128	6	07	14	58	16	0	Pen	—	—	21S	126E
10128	11	01	20	28	01	0	Pen	—	—	17N	14W
10128	12	01	10	09	24	0	Pen	—	—	20N	135W
10129	4	28	17	05	34	0	P	—	—	15S	116E
10129	10	22	05	46	36	0	T	—	—	13N	125E
10130	4	17	22	35	45	0	T	—	—	11S	164W
10130	10	11	20	57	41	0	T	—	—	9N	20W
10131	4	06	22	26	49	0	P	—	—	6S	169E
10131	9	02	04	58	56	0	Pen	—	—	4S	61E
10131	10	01	13	49	09	0	Pen	—	—	5N	135W
10132	3	25	23	40	16	0	Pen	—	—	2S	172W
10132	8	21	15	33	24	0	P	—	—	8S	145W
10133	2	13	21	35	08	0	P	—	—	11N	119E
10133	8	10	18	44	55	0	T	—	—	13S	111W
10134	2	03	13	49	43	0	T	—	—	15N	12W
10134	7	30	18	24	28	0	P	—	—	17S	137W
10135	1	24	05	43	17	0	P	—	—	19N	142W
10135	7	19	22	02	21	0	Pen	—	—	20S	88W
10135	12	15	03	47	31	0	Pen	—	—	21N	148E
10136	1	13	16	47	08	0	Pen	—	—	22N	12E
10136	6	08	22	20	12	0	P	—	—	22S	128W
10136	12	03	05	10	45	0	P	—	—	21N	152E
10137	5	29	14	14	38	0	T	—	—	21S	102E
10137	11	22	06	35	25	0	T	—	—	21N	171E
10138	5	19	03	49	32	0	P	—	—	20S	59W
10138	11	11	14	18	14	0	P	—	—	19N	95W
10139	5	08	11	01	58	0	Pen	—	—	18S	36E
10139	10	02	21	05	54	0	P	—	—	5N	29W
10139	11	01	04	35	02	0	Pen	—	—	17N	120E
10140	3	27	17	19	23	0	Pen	—	—	2S	85E
10140	9	21	13	33	18	0	T	—	—	2N	145W
10141	3	16	20	14	47	0	T	—	—	1N	119E
10141	9	11	01	46	24	0	P	—	—	1S	25E
10142	3	06	06	32	23	0	T	—	—	5N	86W
10142	8	31	06	43	37	0	Pen	—	—	5S	89E
10143	1	25	13	49	26	0	Pen	—	—	19N	21W
10143	2	23	22	02	03	0	Pen	—	—	8N	128E
10143	7	21	13	48	43	0	P	—	—	19S	154E
10144	1	15	04	52	36	0	P	—	—	21N	166W
10144	7	09	19	22	13	0	T	—	—	21S	142W
10145	1	03	14	03	07	0	T	—	—	22N	42W
10145	6	29	07	50	26	0	T	—	—	22S	42E
10145	12	23	16	21	56	0	P	—	—	22N	23W
10146	5	20	13	20	21	0	Pen	—	—	21S	78E
10146	6	18	23	40	50	0	Pen	—	—	21S	88W
10146	11	13	03	32	58	0	Pen	—	—	20N	117E
10146	12	12	17	03	15	0	Pen	—	—	21N	19W
10147	5	10	01	29	16	0	P	—	—	18S	113W
10147	11	02	13	16	45	0	P	—	—	17N	119W
10148	4	28	06	36	08	0	T	—	—	15S	34W
10148	10	22	04	44	32	0	T	—	—	13N	111E
10149	4	17	06	15	33	0	P	—	—	10S	60W
10149	10	11	21	37	17	0	P	—	—	9N	5W
10150	4	06	07	39	04	0	Pen	—	—	6S	41W
10150	9	01	23	12	54	0	P	—	—	4S	29W
10151	2	25	05	40	50	0	P	—	—	8N	111W
10151	8	22	02	11	36	0	T	—	—	9S	5E
10152	2	14	21	55	09	0	T	—	—	12N	119E
10152	8	10	01	59	05	0	P	—	—	13S	6W
10153	2	03	13	33	53	0	P	—	—	16N	11W
10153	7	30	06	03	44	0	Pen	—	—	17S	43E
10153	12	25	10	47	34	0	Pen	—	—	21N	96W
10154	1	24	00	09	56	0	Pen	—	—	19N	128E
10154	6	20	07	00	54	0	P	—	—	22S	18E
10154	12	14	11	56	32	0	P	—	—	22N	92W
10155	6	09	22	57	30	0	T	—	—	22S	112W
10155	12	03	13	33	18	0	T	—	—	22N	73W
10156	5	29	12	20	35	0	P	—	—	22S	72E
10156	11	21	21	41	19	0	P	—	—	21N	36E
10157	5	18	19	11	25	0	Pen	—	—	21S	166E
10157	10	13	04	56	29	0	Pen	—	—	9N	102E
10157	11	11	12	15	15	0	Pen	—	—	20N	124W
10158	4	08	01	06	23	0	Pen	—	—	6S	144W
10158	10	02	21	21	44	0	T	—	—	6N	29W
10159	3	28	04	14	26	0	T	—	—	3S	110W
10159	9	22	09	20	52	0	T	—	—	3N	141E
10160	3	16	14	46	01	0	T	—	—	1N	44E
10160	9	10	14	01	58	0	Pen	—	—	1S	155W
10161	2	04	21	48	48	0	Pen	—	—	16N	110E
10161	3	06	06	17	51	0	Pen	—	—	4N	101W
10161	7	31	21	34	24	0	Pen	—	—	17S	76W
10162	1	25	12	32	49	0	P	—	—	18N	35W
10162	7	21	03	34	16	0	T	—	—	19S	4E
10163	1	14	21	16	07	0	T	—	—	20N	74E
10163	7	10	16	21	56	0	T	—	—	20S	173E
10164	1	03	23	14	47	0	P	—	—	21N	93E
10164	5	30	22	00	46	0	Pen	—	—	23S	136W
10164	6	29	08	19	49	0	Pen	—	—	21S	43E
10164	11	23	10	38	38	0	Pen	—	—	22N	127W
10164	12	23	00	01	00	0	Pen	—	—	21N	97E
10165	5	20	09	53	34	0	P	—	—	21S	33E
10165	11	12	20	46	10	0	P	—	—	19N	12E
10166	5	09	14	39	59	0	T	—	—	18S	97E
10166	11	02	12	26	55	0	T	—	—	16N	133W
10167	4	28	14	10	19	0	P	—	—	14S	71E
10167	10	23	05	20	15	0	P	—	—	12N	111E
10168	4	16	15	44	29	0	Pen	—	—	10S	90E
10168	9	12	06	45	47	0	Pen	—	—	0S	102E
10169	3	07	13	53	19	0	P	—	—	4N	20E
10169	9	01	09	33	15	0	T	—	—	5S	136E
10170	2	25	06	04	45	0	T	—	—	8N	110W
10170	8	21	09	29	57	0	T	—	—	10S	124E
10171	2	14	21	28	30	0	P	—	—	12N	104E
10171	8	10	14	00	31	0	Pen	—	—	14S	174E
10172	1	05	17	50	47	0	Pen	—	—	20N	20E
10172	2	04	07	37	55	0	Pen	—	—	16N	101W
10172	6	30	15	38	52	0	P	—	—	21S	164E
10172	12	24	18	46	30	0	P	—	—	22N	24E
10173	6	20	07	37	03	0	T	—	—	22S	34E
10173	12	13	20	35	13	0	T	—	—	23N	43E
10174	6	09	20	49	20	0	P	—	—	23S	142W
10174	12	03	05	05	16	0	P	—	—	23N	152E
10175	5	30	03	20	44	0	Pen	—	—	23S	63W
10175	10	24	12	42	37	0	Pen	—	—	13N	128W
10175	11	22	19	54	37	0	Pen	—	—	22N	6E
10176	4	18	08	59	16	0	Pen	—	—	10S	13W
10176	10	13	05	04	33	0	T	—	—	10N	102E
10177	4	07	12	21	44	0	T	—	—	7S	21E
10177	10	02	16	48	08	0	T	—	—	7N	89W
10178	3	27	23	06	00	0	T	—	—	4S	175E
10178	9	21	21	12	57	0	Pen	—	—	3N	39W
10179	2	16	05	52	48	0	Pen	—	—	13N	119W
10179	3	17	14	39	50	0	Pen	—	—	0S	45E
10179	8	12	05	14	47	0	Pen	—	—	13S	40E
10180	2	05	20	17	48	0	P	—	—	16N	80E
10180	7	31	11	42	51	0	T	—	—	16S	134E
10181	1	25	04	32	26	0	T	—	—	18N	155W
10181	7	21	00	51	07	0	T	—	—	18S	41W
10182	1	14	06	11	05	0	P	—	—	20N	151W
10182	6	11	06	40	53	0	Pen	—	—	24S	9E
10182	7	10	16	56	12	0	Pen	—	—	19S	172W
10182	12	04	17	45	01	0	Pen	—	—	23N	12W
10183	1	03	07	02	03	0	Pen	—	—	21N	147W
10183	5	31	18	18	00	0	P	—	—	23S	164E
10183	11	24	04	16	36	0	P	—	—	21N	128E
10184	5	19	22	43	14	0	T	—	—	20S	132W
10184	11	12	20	09	35	0	T	—	—	19N	3W
10185	5	08	22	07	06	0	T	—	—	17S	158W
10185	11	02	13	00	28	0	P	—	—	15N	118W
10186	4	27	23	53	39	0	Pen	—	—	13S	139W
10186	9	23	14	11	02	0	Pen	—	—	4N	143W
10187	3	18	22	12	17	0	P	—	—	1S	151E
10187	9	12	16	45	24	0	T	—	—	1S	109W
10188	3	07	14	21	33	0	T	—	—	4N	21E
10188	8	31	16	53	54	0	T	—	—	6S	120W
10189	2	25	05	28	19	0	T	—	—	9N	125W
10189	8	20	21	51	59	0	Pen	—	—	10S	56W
10190	2	14	15	10	13	0	Pen	—	—	13N	15E
10190	7	12	00	13	40	0	P	—	—	19S	65W
10191	1	05	01	38	21	0	P	—	—	21N	139E
10191	7	01	16	14	52	0	T	—	—	22S	164E
10191	12	25	03	40	10	0	T	—	—	22N	158E
10192	6	20	05	15	56	0	T	—	—	23S	11W
10192	12	13	12	32	15	0	P	—	—	23N	77W
10193	6	09	11	29	19	0	Pen	—	—	24S	68E
10193	11	03	20	26	52	0	Pen	—	—	15N	12W
10193	12	03	03	34	24	0	Pen	—	—	23N	137E
10194	4	29	16	56	21	0	Pen	—	—	14S	118E
10194	10	24	12	43	46	0	P	—	—	13N	127W
10195	4	18	20	33	56	0	T	—	—	11S	167E
10195	10	14	00	09	56	0	T	—	—	10N	27E
