Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
2254	6	02	02	24	43	P	—	—	21S	110W
2254	11	25	08	54	57	P	—	—	20N	61E
2255	4	22	14	36	05	Pen	—	—	13S	150W
2255	5	22	06	33	15	Pen	—	—	19S	121W
2255	10	16	15	04	19	Pen	—	—	10N	21E
2255	11	15	00	24	37	Pen	—	—	17N	50E
2256	4	10	15	31	06	P	—	—	9S	160W
2256	10	05	04	57	12	P	—	—	5N	11E
2257	3	30	22	36	46	T	—	—	4S	170W
2257	9	24	12	27	30	T	—	—	0N	1E
2258	3	20	12	10	22	P	—	—	1N	180E
2258	9	13	13	39	56	P	—	—	4S	8W
2259	2	08	17	51	38	Pen	—	—	14N	142E
2259	3	10	04	19	46	Pen	—	—	6N	170E
2259	8	04	02	01	58	Pen	—	—	16S	46W
2259	9	02	14	47	54	Pen	—	—	9S	18W
2260	1	29	04	55	20	P	—	—	18N	131E
2260	7	23	13	17	11	T	—	—	20S	57W
2261	1	17	08	40	07	T	—	—	21N	119E
2261	7	13	05	36	14	T	—	—	22S	67W
2262	1	06	07	44	58	P	—	—	23N	107E
2262	6	03	14	20	49	Pen	—	—	21S	108W
2262	7	02	22	31	26	Pen	—	—	24S	78W
2262	11	26	19	06	57	Pen	—	—	20N	63E
2262	12	26	09	43	55	Pen	—	—	25N	95E
2263	5	23	23	46	27	P	—	—	20S	119W
2263	11	16	07	52	10	P	—	—	18N	51E
2264	5	12	02	08	52	T	—	—	18S	131W
2264	11	04	23	52	48	T	—	—	16N	41E
2265	5	01	02	38	32	P	—	—	16S	142W
2265	10	25	14	28	53	P	—	—	13N	30E
2266	3	21	20	56	15	Pen	—	—	1N	178W
2266	4	20	08	20	15	Pen	—	—	13S	153W
2266	9	15	08	35	39	Pen	—	—	4S	6W
2266	10	14	23	22	59	Pen	—	—	10N	19E
2267	3	11	11	37	14	P	—	—	4N	172E
2267	9	04	09	03	01	P	—	—	8S	17W
2268	2	29	03	35	25	T	—	—	8N	162E
2268	8	23	11	34	47	T	—	—	11S	27W
2269	2	17	16	11	16	P	—	—	11N	151E
2269	8	12	21	11	39	P	—	—	14S	38W
2270	1	08	03	16	16	Pen	—	—	24N	109E
2270	7	04	06	03	35	P	—	—	24S	76W
2270	12	28	02	22	42	P	—	—	24N	97E
2271	6	23	22	18	46	T	—	—	24S	88W
2271	12	17	06	18	51	T	—	—	23N	84E
2272	6	12	09	23	36	P	—	—	23S	99W
2272	12	05	17	32	29	P	—	—	22N	73E
2273	5	02	21	31	49	Pen	—	—	17S	140W
2273	6	01	13	13	43	Pen	—	—	21S	110W
2273	10	26	23	19	40	Pen	—	—	14N	31E
2273	11	25	09	01	52	Pen	—	—	19N	61E
2274	4	21	22	49	00	P	—	—	13S	150W
2274	10	16	12	48	05	P	—	—	10N	21E
2275	4	11	06	28	04	T	—	—	8S	161W
2275	10	05	19	44	06	T	—	—	5N	11E
2276	3	30	20	26	09	P	—	—	3S	170W
2276	9	23	20	35	22	P	—	—	0S	2E
2277	2	19	02	29	11	Pen	—	—	10N	152E
2277	3	20	12	44	38	Pen	—	—	1N	179W
2277	8	14	09	01	17	Pen	—	—	13S	36W
2277	9	12	21	49	40	Pen	—	—	5S	8W
2278	2	08	13	19	12	P	—	—	14N	142E
2278	8	03	20	37	40	T	—	—	17S	46W
2279	1	28	16	45	41	T	—	—	18N	131E
2279	7	24	13	05	05	T	—	—	20S	56W
2280	1	17	15	49	32	P	—	—	21N	119E
2280	6	13	21	38	09	Pen	—	—	22S	97W
2280	7	13	05	52	30	Pen	—	—	23S	67W
2280	12	07	03	32	41	Pen	—	—	21N	75E
2281	1	05	18	06	37	Pen	—	—	24N	107E
2281	6	03	06	42	46	P	—	—	22S	108W
2281	11	26	16	27	15	P	—	—	20N	63E
2282	5	23	08	52	39	T	—	—	21S	120W
2282	11	16	08	22	59	T	—	—	19N	51E
2283	5	12	09	37	17	P	—	—	19S	131W
2283	11	05	22	38	38	P	—	—	16N	41E
2284	4	01	05	01	06	Pen	—	—	4S	168W
2284	4	30	15	51	33	Pen	—	—	16S	142W
2284	9	25	15	39	27	Pen	—	—	0N	4E
2284	10	25	07	01	29	Pen	—	—	13N	30E
2285	3	21	20	01	06	P	—	—	0S	178W
2285	9	14	15	53	25	P	—	—	4S	7W
2286	3	11	12	04	36	T	—	—	4N	172E
2286	9	03	18	37	52	T	—	—	7S	17W
2287	3	01	00	29	57	P	—	—	7N	162E
2287	8	24	04	35	02	P	—	—	10S	27W
2288	1	19	11	19	23	Pen	—	—	22N	121E
2288	2	18	05	47	54	Pen	—	—	10N	151E
2288	7	14	13	31	26	P	—	—	22S	65W
2288	8	12	20	15	30	Pen	—	—	13S	38W
2289	1	07	10	30	51	P	—	—	23N	109E
2289	7	04	05	36	23	T	—	—	23S	76W
2289	12	27	14	46	19	T	—	—	23N	97E
2290	6	23	16	17	36	P	—	—	23S	88W
2290	12	17	02	15	38	P	—	—	23N	84E
2291	5	14	04	20	21	Pen	—	—	20S	129W
2291	6	12	19	47	42	Pen	—	—	22S	99W
2291	11	07	07	41	39	Pen	—	—	18N	42E
2291	12	06	17	45	10	Pen	—	—	21N	73E
2292	5	02	06	00	51	P	—	—	16S	140W
2292	10	26	20	45	27	P	—	—	14N	32E
2293	4	21	14	13	29	T	—	—	12S	150W
2293	10	16	03	08	21	T	—	—	9N	21E
2294	4	11	04	36	11	P	—	—	8S	160W
2294	10	05	03	38	18	P	—	—	4N	11E
2295	3	02	11	01	06	Pen	—	—	6N	163E
2295	3	31	21	02	52	Pen	—	—	3S	170W
2295	8	25	16	07	06	Pen	—	—	9S	26W
2295	9	24	05	00	05	Pen	—	—	1S	1E
2296	2	19	21	35	59	P	—	—	11N	153E
2296	8	14	04	03	04	P	—	—	14S	36W
2297	2	08	00	46	04	T	—	—	15N	142E
2297	8	03	20	37	06	T	—	—	17S	45W
2298	1	27	23	51	12	P	—	—	19N	131E
2298	7	24	13	14	09	P	—	—	21S	56W
2298	12	18	12	03	44	Pen	—	—	22N	86E
2299	1	17	02	30	28	Pen	—	—	22N	119E
2299	6	14	13	31	00	P	—	—	22S	97W
2299	12	08	01	09	07	P	—	—	22N	75E
2300	6	03	15	28	04	T	—	—	22S	109W
2300	11	27	17	00	31	T	—	—	21N	63E
2301	5	23	16	29	16	P	—	—	21S	120W
2301	11	17	06	56	00	P	—	—	19N	52E
2302	4	13	12	59	54	Pen	—	—	8S	158W
2302	5	12	23	17	48	Pen	—	—	19S	132W
2302	10	07	22	49	35	Pen	—	—	4N	13E
2302	11	06	14	46	19	Pen	—	—	17N	40E
2303	4	03	04	19	37	P	—	—	4S	169W
2303	9	26	22	50	52	P	—	—	1N	3E
2304	3	22	20	26	44	T	—	—	1S	179W
2304	9	15	01	49	00	T	—	—	3S	7W
2305	3	12	08	41	34	P	—	—	3N	172E
2305	9	04	12	05	45	P	—	—	7S	17W
2306	1	30	19	19	55	Pen	—	—	19N	133E
2306	3	01	13	42	48	Pen	—	—	6N	161E
2306	7	26	21	01	26	Pen	—	—	20S	54W
2306	8	25	03	53	16	Pen	—	—	10S	27W
2307	1	19	18	39	10	P	—	—	21N	121E
2307	7	16	12	51	41	T	—	—	22S	65W
2308	1	08	23	16	22	T	—	—	22N	108E
2308	7	04	23	07	43	T	—	—	22S	76W
2308	12	28	11	01	32	P	—	—	23N	97E
2309	6	24	02	17	39	Pen	—	—	22S	88W
2309	11	18	16	10	50	Pen	—	—	21N	53E
2309	12	18	02	32	38	Pen	—	—	22N	85E
2310	5	14	13	06	23	P	—	—	19S	129W
2310	11	08	04	49	17	P	—	—	17N	42E
2311	5	03	21	52	07	T	—	—	16S	140W
2311	10	28	10	40	13	T	—	—	13N	32E
2312	4	22	12	37	09	P	—	—	12S	150W
2312	10	16	10	51	18	P	—	—	8N	21E
2313	3	13	19	25	40	Pen	—	—	2N	173E
2313	4	12	05	12	28	Pen	—	—	7S	160W
2313	9	05	23	20	24	Pen	—	—	5S	16W
2313	10	05	12	20	09	Pen	—	—	3N	11E
2314	3	03	05	46	45	P	—	—	7N	163E
2314	8	26	11	33	38	P	—	—	10S	25W
2315	2	20	08	42	43	T	—	—	11N	153E
2315	8	16	04	10	24	T	—	—	14S	35W
2316	2	09	07	52	19	P	—	—	16N	142E
2316	8	04	20	36	14	P	—	—	18S	45W
2316	12	29	20	38	49	Pen	—	—	22N	99E
2317	1	28	10	53	54	Pen	—	—	20N	131E
2317	6	25	20	15	56	P	—	—	22S	86W
2317	12	19	09	55	17	P	—	—	23N	87E
2318	6	14	22	00	37	T	—	—	23S	97W
2318	12	09	01	41	57	T	—	—	23N	75E
2319	6	03	23	18	14	P	—	—	23S	109W
2319	11	28	15	18	34	P	—	—	22N	63E
2320	4	23	20	50	29	Pen	—	—	11S	148W
2320	5	23	06	38	09	Pen	—	—	22S	120W
2320	10	18	06	08	38	Pen	—	—	8N	23E
2320	11	16	22	38	55	Pen	—	—	20N	52E
2321	4	13	12	29	31	P	—	—	8S	159W
2321	10	07	05	58	33	P	—	—	5N	13E
2322	4	03	04	39	47	T	—	—	5S	168W
2322	9	26	09	09	56	T	—	—	1N	2E
2323	3	23	16	43	40	P	—	—	2S	178W
2323	9	15	19	43	06	P	—	—	2S	7W
2324	2	11	03	17	25	Pen	—	—	16N	144E
2324	3	11	21	29	22	Pen	—	—	2N	171E
2324	8	06	04	31	43	Pen	—	—	18S	43W
2324	9	04	11	35	57	Pen	—	—	6S	17W
2325	1	30	02	46	45	P	—	—	18N	132E
2325	7	26	20	06	25	T	—	—	20S	54W
2326	1	19	07	48	34	T	—	—	20N	121E
2326	7	16	05	54	48	T	—	—	21S	65W
2327	1	08	19	50	18	P	—	—	22N	109E
2327	7	05	08	44	35	Pen	—	—	22S	76W
2327	11	30	00	45	47	Pen	—	—	23N	65E
2327	12	29	11	23	34	Pen	—	—	22N	97E
2328	5	24	20	06	34	P	—	—	22S	119W
2328	11	18	12	59	36	P	—	—	20N	54E
2329	5	14	05	26	09	T	—	—	19S	129W
2329	11	07	18	18	34	T	—	—	16N	42E
2330	5	03	20	33	04	P	—	—	15S	139W
2330	10	27	18	12	57	P	—	—	12N	31E
2331	3	25	03	42	11	Pen	—	—	3S	177W
2331	4	23	13	14	00	Pen	—	—	11S	149W
2331	9	17	06	41	28	Pen	—	—	1S	6W
2331	10	16	19	49	52	Pen	—	—	8N	21E
2332	3	13	13	48	34	P	—	—	2N	173E
2332	9	05	19	11	16	P	—	—	6S	16W
2333	3	02	16	30	25	T	—	—	7N	163E
2333	8	26	11	49	37	T	—	—	10S	25W
2334	2	19	15	48	14	P	—	—	12N	153E
2334	8	16	03	59	45	P	—	—	15S	35W
2335	1	10	05	16	04	Pen	—	—	21N	110E
2335	2	08	19	15	18	Pen	—	—	16N	142E
2335	7	07	02	55	58	Pen	—	—	22S	74W
2335	12	30	18	45	21	P	—	—	22N	99E
2336	6	25	04	27	15	T	—	—	23S	86W
2336	12	19	10	28	50	T	—	—	23N	87E
2337	6	14	06	03	10	T	—	—	24S	98W
2337	12	08	23	45	53	P	—	—	23N	75E
2338	5	05	04	36	02	Pen	—	—	15S	137W
2338	6	03	13	55	20	Pen	—	—	23S	109W
2338	10	29	13	35	11	Pen	—	—	12N	34E
2338	11	28	06	37	17	Pen	—	—	22N	63E
2339	4	24	20	32	38	P	—	—	12S	148W
2339	10	18	13	14	18	P	—	—	9N	23E
2340	4	13	12	45	12	T	—	—	9S	158W
2340	10	06	16	39	56	T	—	—	5N	13E
2341	4	03	00	37	00	P	—	—	6S	168W
2341	9	26	03	29	13	P	—	—	2N	2E
2342	2	21	11	09	44	Pen	—	—	12N	155E
2342	3	23	05	08	09	Pen	—	—	2S	179W
2342	8	17	12	05	11	Pen	—	—	15S	33W
2342	9	15	19	24	14	Pen	—	—	2S	8W
2343	2	10	10	51	36	P	—	—	15N	144E
2343	8	07	03	21	44	P	—	—	17S	43W
2344	1	30	16	18	37	T	—	—	18N	132E
2344	7	26	12	41	02	T	—	—	19S	54W
2345	1	19	04	38	47	P	—	—	20N	121E
2345	7	15	15	10	56	Pen	—	—	21S	65W
2345	12	10	09	24	54	Pen	—	—	24N	77E
2346	1	08	20	14	47	Pen	—	—	21N	109E
2346	6	05	03	03	10	P	—	—	23S	107W
2346	11	29	21	15	59	P	—	—	22N	65E
2347	5	25	12	53	34	T	—	—	21S	118W
2347	11	19	02	04	59	T	—	—	19N	54E
2348	5	14	04	21	12	P	—	—	18S	129W
2348	11	07	01	44	23	P	—	—	16N	42E
2349	4	04	11	49	46	Pen	—	—	7S	167W
2349	5	03	21	07	29	Pen	—	—	15S	139W
2349	9	27	14	12	28	Pen	—	—	3N	3E
2349	10	27	03	30	23	Pen	—	—	12N	32E
2350	3	24	21	42	54	P	—	—	2S	177W
2350	9	17	02	54	48	P	—	—	2S	6W
2351	3	14	00	12	40	T	—	—	3N	173E
2351	9	06	19	32	44	T	—	—	6S	15W
2352	3	01	23	39	15	P	—	—	8N	163E
2352	8	26	11	26	35	P	—	—	11S	25W
2353	1	20	13	54	28	Pen	—	—	19N	122E
2353	2	19	03	33	50	Pen	—	—	13N	153E
2353	7	17	09	35	16	Pen	—	—	20S	63W
2354	1	10	03	35	59	P	—	—	21N	111E
2354	7	06	10	53	54	T	—	—	22S	75W
2354	12	30	19	17	28	T	—	—	23N	99E
2355	6	25	12	46	13	T	—	—	24S	86W
2355	12	20	08	16	39	P	—	—	24N	87E
2356	5	15	12	14	41	Pen	—	—	17S	127W
2356	6	13	21	09	21	Pen	—	—	24S	98W
2356	11	08	21	09	47	Pen	—	—	15N	44E
2356	12	08	14	40	33	Pen	—	—	24N	75E
2357	5	05	04	27	41	P	—	—	15S	138W
2357	10	28	20	41	16	P	—	—	13N	33E
2358	4	24	20	41	42	T	—	—	13S	148W
2358	10	18	00	19	35	T	—	—	9N	22E
2359	4	14	08	20	06	P	—	—	10S	158W
2359	10	07	11	23	42	P	—	—	6N	12E
2360	3	03	18	54	34	Pen	—	—	8N	165E
2360	4	02	12	35	42	Pen	—	—	6S	169W
2360	8	27	19	41	57	Pen	—	—	11S	23W
2360	9	26	03	19	52	Pen	—	—	2N	2E
2361	2	20	18	53	08	P	—	—	11N	154E
2361	8	17	10	38	38	P	—	—	14S	33W
2362	2	10	00	47	22	T	—	—	15N	143E
2362	8	06	19	27	07	T	—	—	16S	44W
2363	1	30	13	27	15	P	—	—	17N	132E
2363	7	26	21	35	59	P	—	—	18S	54W
2363	12	21	18	08	21	Pen	—	—	25N	89E
2364	1	20	05	07	00	Pen	—	—	19N	121E
2364	6	15	09	57	10	Pen	—	—	24S	96W
2364	12	10	05	36	14	P	—	—	24N	77E
2365	6	04	20	18	31	T	—	—	23S	107W
2365	11	29	09	57	01	T	—	—	22N	65E
2366	5	25	12	05	11	T	—	—	20S	118W
2366	11	18	09	23	02	P	—	—	19N	53E
2367	4	15	19	48	51	Pen	—	—	11S	157W
2367	5	15	04	53	36	Pen	—	—	18S	128W
2367	10	08	21	52	33	Pen	—	—	7N	14E
2367	11	07	11	20	24	Pen	—	—	15N	42E
2368	4	04	05	25	26	P	—	—	6S	167W
2368	9	27	10	47	16	P	—	—	3N	4E
2369	3	24	07	44	15	T	—	—	1S	177W
2369	9	17	03	22	10	T	—	—	2S	5W
2370	3	13	07	22	48	P	—	—	4N	173E
2370	9	06	18	57	18	P	—	—	7S	15W
2371	1	31	22	31	43	Pen	—	—	16N	134E
2371	3	02	11	47	02	Pen	—	—	9N	163E
2371	7	28	16	11	25	Pen	—	—	18S	53W
2371	8	27	05	10	45	Pen	—	—	12S	24W
2372	1	21	12	27	47	P	—	—	19N	122E
2372	7	16	17	18	31	P	—	—	21S	64W
2373	1	10	04	07	32	T	—	—	22N	111E
2373	7	05	19	28	50	T	—	—	23S	75W
2373	12	30	16	50	26	P	—	—	24N	100E
2374	5	26	19	49	17	Pen	—	—	20S	116W
2374	6	25	04	21	30	P	—	—	24S	86W
2374	12	19	22	47	42	Pen	—	—	25N	87E
2375	5	16	12	17	08	P	—	—	18S	127W
2375	11	09	04	16	36	P	—	—	16N	44E
2376	5	05	04	29	51	T	—	—	16S	138W
2376	10	28	08	09	01	T	—	—	13N	33E
2377	4	24	15	54	43	P	—	—	14S	148W
2377	10	17	19	26	06	P	—	—	10N	22E
2378	3	15	02	32	21	Pen	—	—	3N	176E
2378	4	13	19	55	12	Pen	—	—	10S	159W
2378	9	08	03	23	54	Pen	—	—	7S	13W
2378	10	07	11	22	16	Pen	—	—	6N	12E
2379	3	04	02	48	28	P	—	—	7N	165E
2379	8	28	17	58	07	P	—	—	10S	23W
2380	2	21	09	11	39	T	—	—	11N	154E
2380	8	17	02	16	13	T	—	—	13S	33W
2381	2	09	22	11	25	P	—	—	14N	143E
2381	8	06	04	04	39	P	—	—	16S	44W
2382	1	01	02	54	05	Pen	—	—	24N	101E
2382	1	30	13	57	04	Pen	—	—	16N	132E
2382	6	26	16	49	09	Pen	—	—	24S	84W
2382	12	21	14	00	40	P	—	—	24N	89E
2383	6	16	03	39	18	T	—	—	24S	95W
2383	12	10	17	55	40	T	—	—	23N	77E
2384	6	04	19	42	05	T	—	—	22S	106W
2384	11	28	17	11	02	P	—	—	21N	65E
2385	4	26	03	39	01	Pen	—	—	15S	146W
2385	5	25	12	32	58	Pen	—	—	20S	117W
2385	10	19	05	41	42	Pen	—	—	11N	24E
2385	11	17	19	18	54	Pen	—	—	18N	53E
2386	4	15	12	59	54	P	—	—	10S	157W
2386	10	08	18	46	39	P	—	—	7N	14E
2387	4	04	15	07	46	T	—	—	6S	167W
2387	9	28	11	16	56	T	—	—	2N	4E
2388	3	23	15	00	17	P	—	—	1S	177W
2388	9	17	02	33	12	P	—	—	3S	4W
2389	2	11	07	06	05	Pen	—	—	13N	144E
2389	3	12	19	54	28	Pen	—	—	4N	173E
2389	8	07	22	50	35	Pen	—	—	15S	42W
2389	9	06	12	14	58	Pen	—	—	8S	14W
2390	1	31	21	17	34	P	—	—	17N	134E
2390	7	27	23	44	44	P	—	—	18S	53W
2391	1	21	12	56	44	T	—	—	20N	123E
2391	7	17	02	12	46	T	—	—	21S	64W
2392	1	11	01	23	57	P	—	—	23N	111E
2392	7	05	11	33	04	P	—	—	24S	74W
2392	12	30	06	57	10	Pen	—	—	24N	99E
2393	5	26	20	00	14	P	—	—	20S	116W
2393	11	19	12	00	25	P	—	—	19N	55E
2394	5	16	12	09	56	T	—	—	19S	127W
2394	11	08	16	08	06	T	—	—	16N	44E
2395	5	05	23	17	48	P	—	—	17S	138W
2395	10	29	03	37	43	P	—	—	14N	33E
2396	3	25	10	01	20	Pen	—	—	1S	175W
2396	4	24	03	03	35	Pen	—	—	14S	148W
2396	9	18	11	11	19	Pen	—	—	3S	3W
2396	10	17	19	32	35	Pen	—	—	11N	23E
2397	3	14	10	38	03	P	—	—	3N	175E
2397	9	08	01	22	04	P	—	—	6S	13W
2398	3	03	17	32	55	T	—	—	7N	165E
2398	8	28	09	06	28	T	—	—	10S	23W
2399	2	21	06	53	34	P	—	—	10N	154E
2399	8	17	10	35	28	P	—	—	13S	33W
2400	1	12	11	40	42	Pen	—	—	23N	114E
2400	2	10	22	44	23	Pen	—	—	13N	143E
2400	7	06	23	41	16	Pen	—	—	24S	73W
2400	8	05	12	01	17	Pen	—	—	15S	44W
2400	12	31	22	26	32	P	—	—	24N	101E
2401	6	26	10	59	48	T	—	—	24S	84W
2401	12	21	01	56	03	T	—	—	23N	89E
2402	6	16	03	16	59	T	—	—	23S	95W
2402	12	10	01	04	22	P	—	—	22N	77E
2403	5	07	11	19	32	Pen	—	—	18S	136W
2403	6	05	20	05	08	Pen	—	—	21S	106W
2403	11	29	03	25	46	Pen	—	—	20N	64E
2404	4	25	20	22	50	P	—	—	14S	147W
2404	10	19	02	55	14	P	—	—	11N	24E
2405	4	14	22	20	29	T	—	—	10S	157W
2405	10	08	19	19	55	T	—	—	6N	14E
2406	4	03	22	29	25	P	—	—	5S	167W
2406	9	28	10	14	00	P	—	—	2N	5E
2407	2	22	15	37	00	Pen	—	—	9N	155E
2407	3	24	03	55	52	Pen	—	—	0S	177W
2407	8	19	05	30	20	Pen	—	—	11S	32W
2407	9	17	19	23	22	Pen	—	—	3S	5W
2408	2	12	06	04	36	P	—	—	13N	145E
2408	8	07	06	12	57	P	—	—	16S	42W
2409	1	31	21	44	38	T	—	—	17N	135E
2409	7	27	08	58	59	T	—	—	19S	53W
2410	1	21	09	56	44	P	—	—	20N	123E
2410	7	16	18	45	56	P	—	—	22S	63W
2411	1	10	15	08	12	Pen	—	—	23N	112E
2411	6	07	03	37	43	P	—	—	22S	104W
2411	7	06	10	22	39	Pen	—	—	24S	75W
2411	11	30	19	52	19	P	—	—	21N	67E
2412	5	26	19	43	23	T	—	—	21S	115W
2412	11	19	00	15	24	T	—	—	19N	55E
2413	5	16	06	33	33	P	—	—	20S	126W
2413	11	08	11	57	24	T	—	—	17N	44E
2414	5	05	10	04	04	Pen	—	—	17S	138W
2414	9	29	19	04	39	Pen	—	—	1N	7E
2414	10	29	03	49	49	Pen	—	—	14N	33E
2415	3	25	18	20	35	P	—	—	1S	175W
2415	9	19	08	51	04	P	—	—	2S	3W
2416	3	14	01	45	50	T	—	—	2N	175E
2416	9	07	16	02	29	T	—	—	6S	13W
2417	3	03	15	28	56	P	—	—	6N	164E
2417	8	27	17	11	28	P	—	—	9S	24W
2418	1	22	20	25	43	Pen	—	—	21N	125E
2418	2	21	07	26	24	Pen	—	—	10N	154E
2418	7	18	06	34	16	Pen	—	—	22S	61W
2418	8	16	18	46	30	Pen	—	—	12S	34W
2419	1	12	06	53	16	P	—	—	22N	114E
2419	7	07	18	17	16	T	—	—	23S	73W
2420	1	01	10	00	54	T	—	—	23N	101E
2420	6	26	10	47	42	T	—	—	23S	84W
2420	12	20	09	03	35	P	—	—	23N	89E
2421	5	17	18	52	24	Pen	—	—	21S	125W
2421	6	16	03	32	49	P	—	—	22S	95W
2421	12	09	11	39	59	Pen	—	—	22N	77E
2422	5	07	03	37	43	P	—	—	18S	136W
2422	10	30	11	10	45	P	—	—	15N	34E
2423	4	26	05	25	43	T	—	—	14S	147W
2423	10	20	03	29	13	T	—	—	10N	24E
2424	4	14	05	51	04	P	—	—	9S	157W
2424	10	08	18	01	43	P	—	—	6N	15E
2425	3	05	00	03	10	Pen	—	—	5N	165E
2425	4	03	11	50	55	Pen	—	—	4S	167W
2425	8	29	12	14	23	Pen	—	—	8S	22W
2425	9	28	02	37	32	Pen	—	—	1N	6E
2426	2	22	14	46	53	P	—	—	9N	156E
2426	8	18	12	46	04	P	—	—	12S	32W
2427	2	12	06	28	04	T	—	—	14N	145E
2427	8	07	15	48	57	T	—	—	16S	42W
2428	2	01	18	26	21	P	—	—	18N	135E
2428	7	27	02	01	14	P	—	—	20S	53W
2429	1	20	23	16	39	Pen	—	—	21N	123E
2429	6	17	11	11	36	P	—	—	22S	93W
2429	7	16	17	51	12	Pen	—	—	23S	63W
2429	12	11	03	51	41	P	—	—	22N	79E
2430	6	07	03	09	30	T	—	—	22S	104W
2430	11	30	08	31	11	T	—	—	21N	67E
2431	5	27	13	39	30	P	—	—	22S	115W
2431	11	19	20	25	35	T	—	—	20N	55E
2432	5	15	16	54	20	Pen	—	—	20S	127W
2432	10	10	03	05	11	Pen	—	—	6N	17E
2432	11	08	12	15	07	Pen	—	—	18N	44E
2433	4	05	01	56	38	P	—	—	5S	165W
2433	9	29	16	24	40	P	—	—	2N	7E
2434	3	25	09	54	34	T	—	—	2S	175W
2434	9	18	23	02	32	T	—	—	2S	3W
2435	3	14	23	59	25	P	—	—	2N	174E
2435	9	07	23	52	30	P	—	—	5S	14W
2436	2	03	05	08	52	Pen	—	—	18N	137E
2436	3	03	16	03	12	Pen	—	—	5N	164E
2436	7	28	13	31	00	Pen	—	—	20S	50W
2436	8	27	01	39	04	Pen	—	—	9S	24W
2437	1	22	15	17	34	P	—	—	20N	125E
2437	7	18	01	37	55	P	—	—	21S	61W
2438	1	11	18	05	28	T	—	—	22N	113E
2438	7	07	18	17	16	T	—	—	22S	73W
2438	12	31	17	05	59	P	—	—	23N	101E
2439	6	27	10	55	55	P	—	—	22S	84W
2439	12	20	19	59	39	Pen	—	—	22N	88E
2440	5	17	10	41	48	P	—	—	20S	125W
2440	11	09	19	35	11	P	—	—	18N	46E
2441	5	06	12	21	18	T	—	—	17S	136W
2441	10	30	11	45	53	T	—	—	14N	35E
2442	4	25	13	05	13	P	—	—	13S	147W
2442	10	20	01	55	55	P	—	—	10N	25E
2443	3	16	08	22	50	Pen	—	—	0N	175E
2443	4	14	19	37	46	Pen	—	—	9S	156W
2443	9	09	19	02	38	Pen	—	—	4S	12W
2443	10	09	09	58	19	Pen	—	—	5N	15E
2444	3	04	23	24	08	P	—	—	5N	166E
2444	8	28	19	24	48	P	—	—	8S	22W
2445	2	22	15	07	03	T	—	—	10N	156E
2445	8	17	22	44	41	T	—	—	13S	32W
2446	2	12	02	53	05	P	—	—	14N	146E
2446	8	07	09	19	00	P	—	—	17S	42W
2447	2	01	07	24	23	Pen	—	—	18N	135E
2447	6	28	18	42	11	Pen	—	—	22S	82W
2447	7	28	01	20	12	Pen	—	—	20S	52W
2447	12	22	11	56	06	Pen	—	—	22N	91E
2448	6	17	10	30	25	T	—	—	23S	93W
2448	12	10	16	53	19	T	—	—	23N	78E
2449	6	06	20	39	59	T	—	—	23S	104W
2449	11	30	04	59	05	T	—	—	22N	67E
2450	5	26	23	38	23	Pen	—	—	22S	116W
2450	10	21	11	12	20	Pen	—	—	9N	27E
2450	11	19	20	46	36	Pen	—	—	21N	55E
2451	4	16	09	23	54	P	—	—	9S	155W
2451	10	11	00	05	19	P	—	—	6N	17E
2452	4	04	17	54	40	T	—	—	6S	165W
2452	9	29	06	10	22	T	—	—	3N	6E
2453	3	25	08	21	33	P	—	—	2S	176W
2453	9	18	06	42	11	P	—	—	1S	4W
2454	2	13	13	48	08	Pen	—	—	14N	148E
2454	3	15	00	32	58	Pen	—	—	1N	175E
2454	8	08	20	30	20	Pen	—	—	17S	40W
2454	9	07	08	37	32	Pen	—	—	5S	14W
2455	2	02	23	40	07	P	—	—	17N	137E
2455	7	29	08	58	50	P	—	—	19S	51W
2456	1	23	02	10	01	T	—	—	20N	125E
2456	7	18	01	45	41	T	—	—	21S	61W
2457	1	11	01	11	42	P	—	—	21N	113E
2457	7	07	18	16	33	P	—	—	22S	73W
2457	12	31	04	23	22	Pen	—	—	22N	100E
2458	5	28	17	39	24	Pen	—	—	23S	114W
2458	11	21	04	06	14	P	—	—	21N	57E
2459	5	17	19	09	07	T	—	—	20S	125W
2459	11	10	20	09	27	T	—	—	17N	46E
2460	5	05	20	13	03	T	—	—	16S	136W
2460	10	30	09	56	52	P	—	—	14N	36E
2461	3	26	16	36	02	Pen	—	—	4S	174W
2461	4	25	03	19	09	Pen	—	—	12S	147W
2461	10	19	17	26	44	Pen	—	—	9N	25E
2462	3	16	07	55	12	P	—	—	1N	176E
2462	9	09	02	10	01	P	—	—	4S	12W
2463	3	05	23	39	33	T	—	—	6N	167E
2463	8	29	05	47	11	T	—	—	9S	22W
2464	2	23	11	12	11	P	—	—	10N	156E
2464	8	17	16	42	23	P	—	—	13S	32W
2465	2	11	15	26	47	Pen	—	—	15N	146E
2465	7	09	02	10	45	Pen	—	—	21S	71W
2465	8	07	08	51	21	Pen	—	—	17S	41W
2466	1	01	20	04	16	Pen	—	—	22N	103E
2466	6	28	17	46	36	T	—	—	23S	81W
2466	12	22	01	21	38	T	—	—	23N	90E
2467	6	18	03	31	32	T	—	—	24S	93W
2467	12	11	13	39	47	T	—	—	23N	79E
