Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
2468	6	06	06	15	07	Pen	—	—	24S	105W
2468	10	31	19	26	41	Pen	—	—	13N	37E
2468	11	30	05	24	25	Pen	—	—	23N	67E
2469	4	26	16	45	33	P	—	—	13S	145W
2469	10	21	07	52	36	P	—	—	10N	27E
2470	4	16	01	49	43	T	—	—	10S	155W
2470	10	10	13	23	39	T	—	—	7N	16E
2471	4	05	16	38	03	P	—	—	7S	165W
2471	9	29	13	39	30	P	—	—	3N	6E
2472	2	24	22	21	38	Pen	—	—	11N	158E
2472	3	25	08	55	06	Pen	—	—	3S	175W
2472	8	19	03	36	25	Pen	—	—	14S	30W
2472	9	17	15	45	47	Pen	—	—	1S	4W
2473	2	13	07	57	30	P	—	—	14N	148E
2473	8	08	16	24	05	P	—	—	16S	40W
2474	2	02	10	10	59	T	—	—	17N	136E
2474	7	29	09	15	33	T	—	—	18S	51W
2475	1	22	09	16	59	P	—	—	19N	124E
2475	7	19	01	34	27	P	—	—	20S	61W
2476	1	11	12	49	32	Pen	—	—	21N	113E
2476	6	08	00	28	48	Pen	—	—	24S	103W
2476	12	01	12	44	12	P	—	—	23N	69E
2477	5	28	01	49	52	T	—	—	22S	114W
2477	11	21	04	40	30	T	—	—	20N	57E
2478	5	17	03	13	32	T	—	—	19S	125W
2478	11	10	18	04	53	T	—	—	17N	46E
2479	4	07	00	42	28	Pen	—	—	8S	164W
2479	5	06	10	53	11	Pen	—	—	16S	136W
2479	10	31	01	02	55	Pen	—	—	13N	36E
2480	3	26	16	18	37	P	—	—	4S	174W
2480	9	19	09	03	27	P	—	—	0S	3W
2481	3	16	08	05	59	T	—	—	1N	177E
2481	9	08	12	56	09	T	—	—	5S	12W
2482	3	05	19	26	15	P	—	—	6N	167E
2482	8	29	00	10	13	P	—	—	10S	22W
2483	2	22	23	24	17	Pen	—	—	11N	156E
2483	7	20	09	38	00	Pen	—	—	19S	60W
2483	8	18	16	25	06	Pen	—	—	14S	31W
2484	1	13	04	14	52	Pen	—	—	21N	114E
2484	7	09	01	00	37	P	—	—	22S	70W
2485	1	01	09	52	16	T	—	—	23N	103E
2485	6	28	10	20	38	T	—	—	23S	82W
2485	12	21	22	24	23	T	—	—	24N	90E
2486	6	17	12	46	48	Pen	—	—	24S	93W
2486	12	11	14	07	00	Pen	—	—	24N	79E
2487	5	07	23	59	42	Pen	—	—	16S	134W
2487	11	01	15	47	22	P	—	—	14N	38E
2488	4	26	09	36	08	T	—	—	14S	145W
2488	10	20	20	46	19	T	—	—	11N	27E
2489	4	16	00	46	30	T	—	—	11S	155W
2489	10	09	20	45	27	P	—	—	7N	16E
2490	3	07	06	48	57	Pen	—	—	6N	169E
2490	4	05	17	09	18	Pen	—	—	7S	165W
2490	8	30	10	47	51	Pen	—	—	10S	20W
2490	9	28	23	02	15	Pen	—	—	4N	5E
2491	2	24	16	09	24	P	—	—	10N	158E
2491	8	19	23	52	13	P	—	—	13S	30W
2492	2	13	18	09	21	T	—	—	13N	147E
2492	8	08	16	47	16	T	—	—	16S	40W
2493	2	01	17	21	15	P	—	—	16N	136E
2493	7	29	08	53	05	P	—	—	18S	50W
2494	1	21	21	17	42	Pen	—	—	19N	124E
2494	6	19	07	12	34	Pen	—	—	24S	91W
2494	7	18	19	45	07	Pen	—	—	19S	61W
2494	12	12	21	27	38	P	—	—	24N	80E
2495	6	08	08	25	17	T	—	—	23S	103W
2495	12	02	13	16	53	T	—	—	22N	69E
2496	5	27	10	09	50	T	—	—	21S	114W
2496	11	21	02	19	06	T	—	—	20N	57E
2497	5	16	18	23	11	Pen	—	—	18S	125W
2497	11	10	08	44	44	Pen	—	—	16N	47E
2498	4	07	00	35	16	P	—	—	8S	164W
2498	9	30	16	05	31	Pen	—	—	4N	7E
2499	3	27	16	22	48	T	—	—	3S	173W
2499	9	19	20	14	12	T	—	—	1S	3W
2500	3	17	03	30	23	P	—	—	2N	177E
2500	9	09	07	45	59	P	—	—	6S	12W
2501	3	06	07	13	26	Pen	—	—	7N	167E
2501	7	31	17	06	34	Pen	—	—	17S	49W
2501	8	30	00	04	10	Pen	—	—	10S	21W
2502	1	24	12	26	38	Pen	—	—	18N	126E
2502	7	21	08	11	02	P	—	—	20S	59W
2503	1	13	18	27	04	T	—	—	21N	114E
2503	7	10	17	04	24	T	—	—	22S	70W
2504	1	03	07	13	00	T	—	—	23N	103E
2504	6	28	19	14	26	P	—	—	24S	82W
2504	12	22	22	54	37	Pen	—	—	24N	91E
2505	5	19	07	09	41	Pen	—	—	19S	123W
2505	11	12	23	47	36	P	—	—	17N	49E
2506	5	08	17	18	31	T	—	—	17S	134W
2506	11	02	04	15	18	T	—	—	14N	37E
2507	4	28	08	48	02	T	—	—	14S	145W
2507	10	22	04	00	54	T	—	—	11N	26E
2508	3	18	15	08	38	Pen	—	—	2N	179E
2508	4	17	01	15	44	Pen	—	—	11S	155W
2508	10	10	06	29	13	Pen	—	—	8N	15E
2509	3	08	00	13	06	P	—	—	6N	169E
2509	8	31	07	27	33	P	—	—	9S	20W
2510	2	25	02	01	14	T	—	—	9N	158E
2510	8	21	00	21	36	T	—	—	12S	30W
2511	2	14	01	22	48	P	—	—	13N	147E
2511	8	10	16	11	59	P	—	—	15S	40W
2512	2	03	05	43	52	Pen	—	—	16N	136E
2512	6	30	13	51	01	Pen	—	—	24S	80W
2512	7	30	02	35	48	Pen	—	—	17S	50W
2512	12	24	06	15	41	P	—	—	24N	93E
2513	6	19	14	55	49	P	—	—	24S	91W
2513	12	13	21	58	10	T	—	—	23N	81E
2514	6	08	17	01	23	T	—	—	23S	103W
2514	12	03	10	39	12	T	—	—	22N	70E
2515	5	29	01	46	16	P	—	—	21S	114W
2515	11	22	16	34	45	Pen	—	—	19N	58E
2516	4	18	08	44	18	P	—	—	12S	153W
2516	10	11	23	16	56	Pen	—	—	8N	17E
2517	4	08	00	32	49	T	—	—	7S	163W
2517	10	01	03	41	02	T	—	—	4N	8E
2518	3	28	11	27	36	P	—	—	2S	173W
2518	9	20	15	27	21	T	—	—	1S	2W
2519	3	17	14	56	24	Pen	—	—	2N	177E
2519	8	12	00	36	43	Pen	—	—	14S	38W
2519	9	10	07	48	17	Pen	—	—	6S	11W
2520	2	04	20	36	23	Pen	—	—	15N	138E
2520	7	31	15	22	36	P	—	—	17S	49W
2521	1	24	03	01	26	T	—	—	19N	126E
2521	7	20	23	47	28	T	—	—	20S	59W
2522	1	13	16	02	12	T	—	—	22N	115E
2522	7	10	01	40	30	P	—	—	23S	70W
2523	1	03	07	44	06	Pen	—	—	24N	104E
2523	5	30	14	13	11	Pen	—	—	21S	112W
2523	11	24	07	55	20	Pen	—	—	19N	60E
2524	5	19	00	54	00	T	—	—	19S	123W
2524	11	12	11	52	56	T	—	—	18N	48E
2525	5	08	16	42	23	T	—	—	18S	134W
2525	11	01	11	26	26	T	—	—	15N	36E
2526	3	29	23	20	15	Pen	—	—	2S	171W
2526	4	28	09	13	23	Pen	—	—	15S	145W
2526	10	21	14	05	34	Pen	—	—	12N	26E
2527	3	19	08	09	27	P	—	—	1N	179E
2527	9	11	15	08	12	P	—	—	5S	10W
2528	3	07	09	46	39	T	—	—	5N	168E
2528	8	31	08	00	14	T	—	—	8S	20W
2529	2	24	09	21	18	P	—	—	9N	157E
2529	8	20	23	32	21	P	—	—	11S	29W
2530	2	13	14	09	10	Pen	—	—	12N	146E
2530	7	11	20	27	01	Pen	—	—	23S	69W
2530	8	10	09	26	38	Pen	—	—	14S	40W
2531	1	04	15	06	20	P	—	—	24N	105E
2531	6	30	21	23	28	P	—	—	24S	80W
2531	12	25	06	43	03	T	—	—	24N	93E
2532	6	18	23	51	38	T	—	—	23S	92W
2532	12	13	19	02	38	T	—	—	23N	81E
2533	6	08	09	07	46	P	—	—	22S	103W
2533	12	03	00	30	05	Pen	—	—	21N	70E
2534	4	29	16	45	41	P	—	—	16S	143W
2534	10	23	06	38	00	Pen	—	—	12N	28E
2535	4	19	08	32	55	T	—	—	11S	153W
2535	10	12	11	18	31	T	—	—	8N	17E
2536	4	07	19	13	17	P	—	—	7S	163W
2536	9	30	23	18	40	T	—	—	3N	8E
2537	3	27	22	29	42	Pen	—	—	2S	173W
2537	8	22	08	09	01	Pen	—	—	10S	29W
2537	9	20	15	38	00	Pen	—	—	2S	1W
2538	2	15	04	44	23	Pen	—	—	12N	148E
2538	8	11	22	33	27	P	—	—	14S	38W
2539	2	04	11	35	57	T	—	—	16N	138E
2539	8	01	06	28	13	T	—	—	18S	49W
2540	1	25	00	52	50	T	—	—	20N	127E
2540	7	20	08	06	17	P	—	—	21S	59W
2541	1	13	16	34	53	Pen	—	—	22N	116E
2541	6	09	21	15	07	Pen	—	—	22S	101W
2541	7	09	09	38	18	Pen	—	—	24S	71W
2541	12	04	16	08	23	Pen	—	—	21N	71E
2542	5	30	08	25	17	T	—	—	21S	113W
2542	11	23	19	36	54	T	—	—	20N	60E
2543	5	20	00	31	06	T	—	—	20S	123W
2543	11	12	19	00	46	T	—	—	18N	48E
2544	5	08	17	03	15	Pen	—	—	18S	134W
2544	10	31	21	52	24	Pen	—	—	15N	36E
2545	3	29	15	56	26	P	—	—	3S	171W
2545	9	21	22	55	46	P	—	—	1S	0W
2546	3	18	17	24	17	T	—	—	1N	178E
2546	9	11	15	43	55	T	—	—	4S	10W
2547	3	07	17	12	46	T	—	—	5N	168E
2547	9	01	06	56	09	P	—	—	8S	20W
2548	2	24	22	29	42	Pen	—	—	9N	157E
2548	7	22	03	01	26	Pen	—	—	21S	57W
2548	8	20	16	19	55	Pen	—	—	11S	30W
2549	1	14	23	57	59	P	—	—	22N	117E
2549	7	11	03	50	06	P	—	—	23S	69W
2550	1	04	15	30	57	T	—	—	23N	106E
2550	6	30	06	38	44	T	—	—	23S	80W
2550	12	25	03	30	57	T	—	—	23N	94E
2551	6	19	16	25	14	P	—	—	23S	92W
2551	12	14	08	31	20	Pen	—	—	22N	81E
2552	5	10	00	40	10	P	—	—	19S	132W
2552	6	08	07	57	04	Pen	—	—	21S	103W
2552	11	02	14	09	18	Pen	—	—	16N	38E
2553	4	29	16	26	24	T	—	—	15S	143W
2553	10	22	19	04	04	T	—	—	12N	28E
2554	4	19	02	51	30	P	—	—	11S	153W
2554	10	12	07	17	02	T	—	—	7N	18E
2555	4	08	05	53	57	Pen	—	—	6S	163W
2555	9	02	15	45	47	Pen	—	—	6S	19W
2555	10	01	23	35	05	Pen	—	—	3N	9E
2556	2	26	12	48	05	Pen	—	—	8N	159E
2556	8	22	05	48	02	P	—	—	11S	28W
2557	2	14	20	06	25	T	—	—	12N	148E
2557	8	11	13	11	51	T	—	—	15S	38W
2558	2	04	09	41	28	T	—	—	16N	138E
2558	7	31	14	32	21	P	—	—	19S	48W
2559	1	25	01	25	23	Pen	—	—	20N	127E
2559	6	21	04	13	09	Pen	—	—	22S	90W
2559	7	20	16	18	28	Pen	—	—	22S	60W
2559	12	16	00	26	03	Pen	—	—	22N	83E
2560	6	09	15	52	07	P	—	—	22S	101W
2560	12	04	03	28	39	T	—	—	22N	71E
2561	5	30	08	13	37	T	—	—	22S	112W
2561	11	23	02	43	35	T	—	—	21N	59E
2562	5	20	00	45	12	P	—	—	21S	123W
2562	11	12	05	48	37	P	—	—	19N	47E
2563	4	09	23	33	30	P	—	—	7S	161W
2563	10	03	06	51	07	P	—	—	3N	10E
2564	3	29	00	54	00	T	—	—	3S	172W
2564	9	21	23	33	12	T	—	—	0S	0E
2565	3	18	00	59	19	T	—	—	1N	178E
2565	9	11	14	24	08	T	—	—	4S	10W
2566	3	07	06	46	48	Pen	—	—	4N	167E
2566	8	02	09	34	59	Pen	—	—	19S	46W
2566	8	31	23	15	12	Pen	—	—	7S	20W
2567	1	26	08	49	55	P	—	—	20N	129E
2567	7	22	10	17	19	P	—	—	21S	58W
2568	1	16	00	18	25	T	—	—	21N	117E
2568	7	10	13	27	41	T	—	—	22S	69W
2569	1	04	12	00	25	T	—	—	22N	105E
2569	6	29	23	42	25	P	—	—	22S	80W
2569	12	24	16	35	11	Pen	—	—	22N	93E
2570	5	21	08	27	53	Pen	—	—	21S	122W
2570	6	19	15	30	31	Pen	—	—	22S	91W
2570	11	13	21	50	06	Pen	—	—	19N	49E
2571	5	11	00	09	04	T	—	—	18S	132W
2571	11	03	03	01	00	T	—	—	15N	38E
2572	4	29	10	18	28	T	—	—	14S	143W
2572	10	22	15	24	46	T	—	—	11N	28E
2573	4	18	13	08	23	Pen	—	—	10S	153W
2573	10	12	07	39	21	P	—	—	7N	19E
2574	3	08	20	47	02	Pen	—	—	4N	169E
2574	9	02	13	03	38	P	—	—	7S	18W
2575	2	26	04	34	53	T	—	—	8N	159E
2575	8	22	19	56	29	T	—	—	11S	28W
2576	2	15	18	27	30	T	—	—	13N	149E
2576	8	10	21	01	17	P	—	—	16S	38W
2577	2	04	10	14	44	Pen	—	—	17N	138E
2577	7	01	11	11	02	Pen	—	—	22S	79W
2577	7	30	23	01	06	Pen	—	—	19S	49W
2577	12	26	08	46	27	Pen	—	—	22N	95E
2578	6	20	23	17	05	P	—	—	23S	90W
2578	12	15	11	24	34	T	—	—	23N	83E
2579	6	10	15	51	24	T	—	—	23S	101W
2579	12	04	10	34	10	T	—	—	22N	71E
2580	5	30	08	21	33	P	—	—	23S	112W
2580	11	22	13	52	53	P	—	—	21N	59E
2581	4	20	07	01	03	Pen	—	—	11S	151W
2581	10	13	14	54	31	Pen	—	—	7N	20E
2582	4	09	08	13	55	T	—	—	7S	162W
2582	10	03	07	28	59	T	—	—	4N	10E
2583	3	29	08	37	32	T	—	—	4S	172W
2583	9	22	21	58	01	T	—	—	0N	0W
2584	3	17	14	56	15	Pen	—	—	0S	177E
2584	9	11	06	16	07	Pen	—	—	3S	10W
2585	2	05	17	40	07	P	—	—	16N	140E
2585	8	01	16	45	33	P	—	—	18S	47W
2586	1	26	09	06	28	T	—	—	19N	129E
2586	7	21	20	16	39	T	—	—	20S	58W
2587	1	15	20	31	03	T	—	—	21N	118E
2587	7	11	06	58	10	P	—	—	21S	69W
2588	1	05	00	42	46	Pen	—	—	22N	105E
2588	5	31	16	10	42	Pen	—	—	23S	110W
2588	6	29	23	02	15	Pen	—	—	22S	80W
2588	11	24	05	38	58	Pen	—	—	22N	61E
2589	5	21	07	45	59	T	—	—	21S	121W
2589	11	13	11	05	59	T	—	—	19N	49E
2590	5	10	17	36	48	T	—	—	18S	132W
2590	11	02	23	40	07	T	—	—	15N	39E
2591	4	29	20	14	12	Pen	—	—	14S	142W
2591	10	23	15	51	07	P	—	—	11N	29E
2592	3	19	04	38	47	Pen	—	—	1S	179E
2592	9	12	20	25	17	P	—	—	3S	9W
2593	3	08	12	57	27	T	—	—	4N	169E
2593	9	02	02	44	44	T	—	—	7S	18W
2594	2	26	03	08	47	T	—	—	9N	159E
2594	8	22	03	34	16	P	—	—	12S	28W
2595	2	15	18	59	19	Pen	—	—	13N	150E
2595	7	12	18	08	12	Pen	—	—	20S	68W
2595	8	11	05	47	45	Pen	—	—	16S	38W
2596	1	06	17	09	01	Pen	—	—	21N	107E
2596	7	01	06	40	01	P	—	—	22S	78W
2596	12	25	19	24	40	T	—	—	23N	95E
2597	6	20	23	25	17	T	—	—	23S	90W
2597	12	14	18	31	58	T	—	—	23N	83E
2598	6	10	15	49	58	P	—	—	24S	100W
2598	12	03	22	06	05	P	—	—	23N	70E
2599	5	01	14	18	40	Pen	—	—	14S	141W
2599	10	24	23	06	08	Pen	—	—	11N	30E
2600	4	20	15	25	37	T	—	—	11S	152W
2600	10	14	15	31	58	T	—	—	8N	20E
2601	4	09	16	10	33	T	—	—	8S	162W
2601	10	04	05	36	05	T	—	—	5N	10E
2602	3	29	23	01	32	Pen	—	—	4S	173W
2602	9	23	13	21	47	Pen	—	—	1N	1W
2603	2	18	02	26	52	P	—	—	13N	151E
2603	8	13	23	17	48	P	—	—	15S	37W
2604	2	07	17	51	04	T	—	—	16N	140E
2604	8	02	03	10	22	T	—	—	18S	47W
2605	1	27	04	58	56	T	—	—	18N	129E
2605	7	22	14	16	22	P	—	—	20S	58W
2606	1	16	08	50	12	Pen	—	—	20N	117E
2606	6	12	23	46	36	Pen	—	—	24S	99W
2606	7	12	06	31	06	Pen	—	—	21S	69W
2606	12	06	13	36	20	Pen	—	—	23N	73E
2607	6	02	15	13	49	P	—	—	23S	110W
2607	11	25	19	20	12	P	—	—	21N	60E
2608	5	22	00	45	12	T	—	—	20S	121W
2608	11	14	08	04	24	T	—	—	18N	49E
2609	5	11	03	10	47	Pen	—	—	17S	132W
2609	11	04	00	09	38	P	—	—	14N	39E
2610	3	31	12	25	12	Pen	—	—	5S	171W
2610	9	25	03	50	41	Pen	—	—	2N	1E
2611	3	20	21	14	32	T	—	—	0S	179E
2611	9	14	09	37	35	T	—	—	3S	8W
2612	3	09	11	45	44	T	—	—	5N	170E
2612	9	02	10	12	34	T	—	—	8S	18W
2613	2	27	03	40	01	Pen	—	—	9N	160E
2613	7	24	01	08	15	Pen	—	—	18S	57W
2613	8	22	12	40	01	Pen	—	—	13S	28W
2614	1	18	01	31	43	Pen	—	—	20N	119E
2614	7	13	14	02	23	P	—	—	21S	67W
2615	1	07	03	27	04	T	—	—	22N	107E
2615	7	03	06	57	18	T	—	—	23S	78W
2615	12	27	02	33	56	T	—	—	24N	95E
2616	6	21	23	14	47	P	—	—	24S	89W
2616	12	15	06	25	20	P	—	—	24N	82E
2617	5	12	21	27	21	Pen	—	—	17S	130W
2617	11	05	07	25	06	Pen	—	—	14N	40E
2617	12	04	17	36	48	Pen	—	—	24N	71E
2618	5	01	22	27	59	T	—	—	15S	141W
2618	10	25	23	42	25	T	—	—	12N	30E
2619	4	20	23	33	38	T	—	—	12S	152W
2619	10	15	13	22	22	T	—	—	9N	20E
2620	4	09	06	58	45	P	—	—	8S	162W
2620	10	03	20	33	47	Pen	—	—	5N	10E
2621	2	28	11	09	01	P	—	—	9N	161E
2621	8	24	05	54	14	Pen	—	—	12S	26W
2622	2	18	02	32	55	T	—	—	12N	151E
2622	8	13	10	06	05	T	—	—	15S	37W
2623	2	07	13	25	14	T	—	—	15N	140E
2623	8	02	21	35	42	P	—	—	17S	47W
2624	1	27	16	56	47	Pen	—	—	18N	129E
2624	6	23	07	19	37	Pen	—	—	25S	88W
2624	7	22	14	00	48	Pen	—	—	19S	58W
2624	12	16	21	40	19	Pen	—	—	24N	85E
2625	6	12	22	36	37	P	—	—	24S	98W
2625	12	06	03	40	45	P	—	—	23N	73E
2626	6	02	07	46	42	T	—	—	22S	110W
2626	11	25	16	35	19	T	—	—	20N	61E
2627	5	22	09	59	11	P	—	—	19S	121W
2627	11	15	08	35	39	P	—	—	17N	50E
2628	4	10	20	03	50	Pen	—	—	9S	161W
2628	10	05	11	22	24	Pen	—	—	6N	11E
2629	3	31	05	24	34	T	—	—	4S	171W
2629	9	24	16	36	37	T	—	—	1N	2E
2630	3	20	20	15	12	T	—	—	0N	180E
2630	9	13	16	57	12	T	—	—	4S	8W
2631	3	10	12	13	23	P	—	—	5N	170E
2631	9	02	19	39	12	Pen	—	—	9S	18W
2632	1	29	09	51	59	Pen	—	—	17N	131E
2632	7	23	21	25	55	P	—	—	19S	57W
2633	1	17	11	31	03	T	—	—	20N	119E
2633	7	13	14	26	18	T	—	—	22S	67W
2634	1	06	10	40	30	T	—	—	23N	107E
2634	7	03	06	34	16	P	—	—	24S	77W
2634	12	26	14	50	55	P	—	—	24N	95E
2635	5	24	04	26	32	Pen	—	—	19S	119W
2635	6	22	17	24	25	Pen	—	—	25S	89W
2635	11	16	15	52	24	Pen	—	—	18N	52E
2635	12	16	02	16	30	Pen	—	—	25N	82E
2636	5	12	05	23	34	P	—	—	18S	130W
2636	11	05	07	58	48	T	—	—	15N	41E
2637	5	01	06	52	07	T	—	—	15S	141W
2637	10	25	21	14	06	T	—	—	12N	30E
2638	4	20	14	49	37	P	—	—	12S	152W
2638	10	15	03	52	07	Pen	—	—	9N	20E
2639	3	11	19	45	15	P	—	—	5N	172E
2639	9	04	12	37	52	Pen	—	—	8S	16W
2640	2	29	11	07	43	T	—	—	8N	162E
2640	8	23	17	09	10	T	—	—	11S	27W
2641	2	17	21	45	56	T	—	—	11N	151E
2641	8	13	04	58	39	T	—	—	14S	37W
2642	2	07	01	00	11	Pen	—	—	15N	140E
2642	7	04	14	48	46	Pen	—	—	24S	76W
2642	8	02	21	30	57	Pen	—	—	16S	47W
2642	12	28	05	49	20	Pen	—	—	24N	97E
2643	6	24	05	52	22	P	—	—	24S	87W
2643	12	17	12	08	55	P	—	—	24N	84E
2644	6	12	14	40	33	T	—	—	23S	98W
2644	12	06	01	12	51	T	—	—	22N	72E
2645	6	01	16	40	30	P	—	—	21S	110W
2645	11	25	17	08	09	P	—	—	20N	61E
2646	4	22	03	35	25	Pen	—	—	13S	150W
2646	10	16	19	00	02	Pen	—	—	10N	21E
2647	4	11	13	28	24	T	—	—	9S	161W
2647	10	05	23	42	25	T	—	—	5N	11E
2648	3	31	04	38	29	T	—	—	4S	170W
2648	9	23	23	50	03	T	—	—	0N	1E
2649	3	20	20	41	34	P	—	—	1N	179W
2649	9	13	02	45	01	Pen	—	—	5S	8W
2650	2	08	18	09	56	Pen	—	—	14N	142E
2650	8	04	04	51	36	P	—	—	16S	46W
2651	1	28	19	32	52	T	—	—	18N	131E
2651	7	24	21	55	52	T	—	—	20S	56W
2652	1	17	18	48	23	T	—	—	21N	119E
2652	7	13	13	52	19	P	—	—	22S	66W
2653	1	05	23	18	48	P	—	—	23N	107E
2653	6	03	11	18	14	Pen	—	—	21S	108W
2653	7	03	00	17	25	Pen	—	—	24S	78W
2653	11	27	00	26	21	Pen	—	—	20N	63E
2653	12	26	11	00	05	Pen	—	—	25N	95E
2654	5	23	12	09	12	P	—	—	20S	119W
2654	11	16	16	23	05	T	—	—	18N	52E
2655	5	12	14	01	40	T	—	—	18S	131W
2655	11	06	05	13	29	T	—	—	16N	41E
2656	4	30	22	32	44	P	—	—	16S	141W
2656	10	25	11	18	40	Pen	—	—	13N	30E
2657	3	22	04	15	36	P	—	—	0N	178W
2657	9	14	19	26	49	Pen	—	—	4S	7W
2658	3	11	19	37	37	T	—	—	4N	172E
2658	9	04	00	17	25	T	—	—	8S	17W
2659	3	01	06	01	00	T	—	—	7N	161E
2659	8	24	12	25	46	T	—	—	11S	27W
2660	2	18	09	00	00	Pen	—	—	11N	151E
2660	7	14	22	16	45	Pen	—	—	23S	65W
2660	8	13	05	03	24	Pen	—	—	13S	37W
2661	1	07	14	01	23	Pen	—	—	23N	109E
2661	7	04	13	05	05	P	—	—	23S	76W
2661	12	27	20	40	59	P	—	—	24N	97E
2662	6	23	21	27	56	T	—	—	23S	87W
2662	12	17	09	55	26	T	—	—	23N	85E
2663	6	12	23	16	22	P	—	—	22S	99W
2663	12	07	01	45	50	P	—	—	22N	73E
2664	5	02	11	00	05	Pen	—	—	17S	140W
2664	6	01	00	26	03	Pen	—	—	21S	110W
2664	10	27	02	45	10	Pen	—	—	14N	32E
2665	4	21	21	24	54	T	—	—	13S	150W
2665	10	16	06	55	09	P	—	—	9N	21E
2666	4	11	12	53	34	T	—	—	8S	160W
2666	10	05	06	51	59	T	—	—	5N	11E
2667	4	01	04	59	39	P	—	—	3S	169W
2667	9	24	10	00	28	P	—	—	0S	1E
2668	2	20	02	22	33	Pen	—	—	10N	152E
2668	8	14	12	20	00	P	—	—	13S	36W
2669	2	08	03	32	58	P	—	—	15N	142E
2669	8	04	05	25	17	T	—	—	17S	45W
2670	1	28	02	57	33	T	—	—	18N	130E
2670	7	24	21	06	20	P	—	—	20S	55W
2671	1	17	07	50	09	P	—	—	22N	119E
2671	6	14	18	03	01	Pen	—	—	22S	97W
2671	7	14	07	06	40	Pen	—	—	23S	66W
2671	12	08	09	06	11	Pen	—	—	21N	75E
2672	1	06	19	46	50	Pen	—	—	24N	107E
2672	6	02	18	50	32	P	—	—	22S	108W
2672	11	27	00	53	08	P	—	—	21N	63E
2673	5	22	21	07	20	T	—	—	21S	120W
2673	11	16	13	18	02	T	—	—	19N	52E
2674	5	12	06	10	56	P	—	—	19S	131W
2674	11	05	18	52	07	P	—	—	17N	41E
2675	4	02	12	37	26	Pen	—	—	4S	168W
2675	5	01	21	07	03	Pen	—	—	17S	142W
2675	9	26	02	25	43	Pen	—	—	0N	3E
2676	3	22	03	59	02	T	—	—	0S	178W
2676	9	14	07	34	01	T	—	—	3S	7W
2677	3	11	14	08	00	T	—	—	3N	172E
2677	9	03	19	58	56	T	—	—	7S	17W
2678	2	28	16	52	45	Pen	—	—	7N	161E
2678	7	26	05	42	34	Pen	—	—	21S	53W
2678	8	24	12	38	18	P	—	—	10S	27W
2679	1	18	22	15	53	Pen	—	—	22N	121E
2679	7	15	20	14	03	P	—	—	22S	64W
2680	1	08	05	16	48	P	—	—	23N	109E
2680	7	04	04	10	59	T	—	—	23S	76W
2680	12	27	18	43	03	T	—	—	23N	97E
2681	6	23	05	46	27	P	—	—	23S	87W
2681	12	17	10	29	08	P	—	—	22N	85E
2682	5	13	18	18	43	Pen	—	—	20S	129W
2682	6	12	07	13	43	Pen	—	—	22S	99W
2682	11	07	10	37	20	Pen	—	—	17N	43E
2683	5	03	05	14	38	P	—	—	16S	140W
2683	10	27	14	16	22	P	—	—	13N	32E
2684	4	21	21	02	44	T	—	—	12S	150W
2684	10	15	14	01	40	T	—	—	9N	21E
2685	4	11	13	11	25	P	—	—	8S	159W
2685	10	04	17	24	08	P	—	—	4N	11E
2686	3	02	10	28	42	Pen	—	—	6N	163E
2686	8	25	19	52	19	P	—	—	9S	25W
2687	2	19	11	27	53	P	—	—	11N	152E
2687	8	15	12	57	36	T	—	—	14S	35W
2688	2	08	11	03	24	T	—	—	15N	141E
2688	8	04	04	21	56	P	—	—	17S	45W
2689	1	27	16	21	12	P	—	—	19N	130E
2689	6	25	00	41	28	Pen	—	—	22S	85W
2689	7	24	13	53	02	Pen	—	—	21S	55W
2689	12	18	17	51	12	Pen	—	—	22N	87E
2690	1	17	04	35	11	Pen	—	—	22N	119E
2690	6	14	01	24	57	P	—	—	23S	97W
2690	12	08	09	29	13	P	—	—	22N	75E
2691	6	03	04	06	05	T	—	—	22S	109W
2691	11	27	21	30	14	T	—	—	21N	64E
2692	5	22	13	42	57	P	—	—	21S	120W
2692	11	16	02	32	21	P	—	—	20N	52E
2693	4	12	20	52	48	Pen	—	—	8S	158W
2693	5	12	05	00	31	Pen	—	—	20S	131W
2693	10	06	09	32	23	Pen	—	—	4N	13E
2694	4	02	12	12	40	T	—	—	5S	168W
2694	9	25	14	57	59	P	—	—	1N	3E
2695	3	22	22	07	23	T	—	—	1S	178W
2695	9	15	03	38	18	T	—	—	3S	7W
2696	3	11	00	39	10	Pen	—	—	3N	171E
2696	8	05	13	10	16	Pen	—	—	18S	43W
2696	9	03	20	18	23	P	—	—	6S	17W
2697	1	29	06	31	06	Pen	—	—	19N	133E
2697	7	26	03	21	10	P	—	—	20S	54W
2698	1	18	13	54	11	P	—	—	21N	121E
2698	7	15	10	51	01	T	—	—	21S	64W
2699	1	08	03	32	23	T	—	—	22N	109E
2699	7	04	12	14	23	P	—	—	22S	76W
2699	12	28	19	15	27	P	—	—	22N	97E
2700	5	25	01	32	09	Pen	—	—	22S	118W
2700	6	23	13	59	39	Pen	—	—	22S	88W
2700	11	18	18	34	59	Pen	—	—	20N	54E
2700	12	18	08	22	07	Pen	—	—	22N	85E
2701	5	14	12	58	19	P	—	—	19S	129W
2701	11	07	21	45	12	P	—	—	17N	42E
2702	5	04	05	02	15	T	—	—	16S	139W
2702	10	27	21	21	44	T	—	—	13N	31E
